,name,rating,id,sentiment,director,scriptwriter,starring,genre,date,total_people,running_time
426,机动部队-同袍,6.3,3391271,0.9999990402231388,['罗永昌'],"['游乃海', '欧健儿']","['任达华', '邵美琪', '林雪', '彭敬慈', '黄智贤']",剧情,2009-01-08,14711,91
428,拉贝日记,7.2,2294565,1.0,['佛罗瑞·加仑伯格'],['佛罗瑞·加仑伯格'],"['乌尔里希·图库尔', '丹尼尔·布鲁尔', '史蒂夫·布西密', '张静初', '香川照之']",剧情,2009-04-29(中国大陆),85,134
429,金刚狼,7.2,1792928,1.0,['加文·胡德'],"['戴维·贝尼奥夫', '斯基普·伍兹']","['休·杰克曼', '列维·施瑞博尔', '瑞恩·雷诺兹', '丹尼·赫斯顿', '泰勒·克奇']",动作,2009-05-03(中国大陆),85,107
430,车票,6.0,3290451,1.0,['张之亮'],['朱雅欐'],"['吴奇隆', '左小青', '叶童', '范伟', '午马']",剧情,2008-10-23(香港),19677,104
434,铁人,7.8,1432146,0.9999931614623749,['乔恩·费儒'],"['阿特·马库姆', '马特·霍洛维', '马克·弗格斯', '霍克·奥斯比']","['小罗伯特·唐尼', '泰伦斯·霍华德', '格温妮斯·帕特洛', '杰夫·布里吉斯', '莱丝莉·比伯']",动作,2008-04-30(中国大陆),1958,126
435,南京的那个夏天,6.8,3737284,0.350232700269697,"['金良言', '虞军豪']",['虞军豪'],"['虞军豪', '孙清', '张志康', '金玉倩', '陈斌']",剧情,2009-06-13(中国大陆),1958,91
437,同学,8.5,3780369,1.0,['林鑫'],['林鑫'],[],纪录片,2009-05-27(中国大陆),265,203
439,终结者2018,6.7,1410556,0.9999999868303706,['约瑟夫·麦克金提·尼彻'],"['约翰·布兰卡托', '迈克尔·费里斯']","['克里斯蒂安·贝尔', '萨姆·沃辛顿', '穆恩·布拉得古德', '海伦娜·伯翰·卡特', '安东·叶利钦']",动作,2009-06-09(中国大陆),1834,115
441,水脑袋,8.5,3814081,0.9999995189006953,['周坚锐'],"['樊健恩', '樊海明', '樊映彤', '樊泳其', '樊摩尔']",[],动画,2009-06-15(中国大陆),13270,15
443,让我为你靠点谱,7.5,3992617,0.9999999758780153,['韩延'],['韩延'],"['迟嘉', '曹曦文', '田新平']",剧情,2009-06-20,47,114
444,金山,7.0,2209383,0.9999978721586111,['胡大为'],"['Barry Pearson', 'Raymond Storey']","['彼得·奥图尔', '孙俪', '卢克·马可法莱恩', '山姆·尼尔', '梁家辉']",剧情,2009-06-24(中国大陆),1062,169
445,牛铃响叮当,6.1,26941790,1.0,"['乔恩·卢卡斯', '斯科特·摩尔']","['乔恩·卢卡斯', '斯科特·摩尔']","['米拉·库尼斯', '克里斯汀·贝尔', '凯瑟琳·哈恩', '克里斯汀·芭伦斯基', '苏珊·萨兰登']",喜剧,2017-11-01(美国),1062,104
446,寻找成龙,3.7,3737278,0.9728046546674511,"['方刚亮', '江平']","['华萱', '吴加敏']","['张一山', '成龙', '姜宏波', '颜丙燕', '吴军']",喜剧,2009-07-03(中国大陆),148182,90
447,夜·店,6.6,3683409,0.8907559457327898,['杨庆'],['杨庆'],"['徐峥', '李小璐', '乔任梁', '杨青', '张嘉译']",喜剧,2009-07-24,148182,94
448,大内密探灵灵狗,5.0,3670447,0.9993383832147463,['王晶'],['王晶'],"['古天乐', '徐熙媛', '佟大为', '吴君如', '宋佳']",喜剧,2009-07-30(中国大陆),102578,98
449,哆啦A梦：大雄与绿巨人传,7.1,2977870,0.9999999954866818,['渡边步'],"['大野木宽', '藤子·F·不二雄']","['水田山葵', '堀北真希', '三宅裕司', '有田哲平', '木村昂']",动画,2009-08-04(中国大陆),102578,112
451,机器侠,5.2,3990500,0.9113336045292448,['刘镇伟'],['刘镇伟'],"['孙俪', '方力申', '胡军', '甘薇', '郑中基']",喜剧,2009-08-18(中国大陆),40877,102
452,国家要案,6.9,1905786,1.0,['凯文·麦克唐纳'],"['Matthew Michael Carnahan', '托尼·吉尔罗伊', 'Billy Ray', '保罗·艾伯特']","['罗素·克劳', '本·阿弗莱克', '瑞秋·麦克亚当斯', '海伦·米伦', '罗宾·怀特']",剧情,2009-08-18(中国大陆),120,127
453,白银帝国,6.3,3445526,0.9999998847575122,['姚树华'],"['姚树华', '成一']","['郭富城', '郝蕾', '张铁林', '詹妮弗·提莉', '金士杰']",剧情,2009-08-21,120,116
455,气喘吁吁,4.0,3389558,0.9759495080902026,['郑重'],['郑重'],"['葛优', '约翰·萨维奇', '林熙蕾', '刘桦', '张秋芳']",剧情,2009-08-28,244099,90
456,万家灯火,8.2,1419052,1.0,['沈浮'],"['阳翰笙', '沈浮']","['上官云珠', '蓝马', '齐衡', '吴茵', '沈扬']",剧情,1948-07,32798,115
457,爱有来生,7.5,3155477,0.9999276287727188,['俞飞鸿'],"['俞飞鸿', '须兰']","['俞飞鸿', '段奕宏', '李佳', '姚橹', '涂松岩']",剧情,2009-09-03(中国大陆),32798,96
458,沂蒙六姐妹,7.6,3778246,0.9999999999995206,['王坪'],['思芜'],"['刘琳', '范志博', '李念', '张璇', '曹苑']",剧情,2009-09-08(中国大陆),104740,87
460,达达,6.3,3243637,0.9999685429805317,['张元'],"['贾丽莎', '李霄峰', '李昕芸', '张元']","['李昕芸', '李霄峰', '盖克', '刘艺']",剧情,2009-09-11,28846,92
462,铁流1949,5.8,4073876,0.9852938452687163,['萧锋'],['张强'],"['张子健', '薛山', '程皓枫', '丛珊', '刘亚津']",剧情,2009-09-30(中国大陆),38523,110
463,惊天动地,8.1,1300618,1.0,['西蒙·韦斯特'],['斯科特·罗森伯格'],"['尼古拉斯·凯奇', '约翰·库萨克', '约翰·马尔科维奇', '文·瑞姆斯', '科尔姆·米尼']",动作,1997-06-06(美国),38523,115
464,第一军规,4.7,3899166,0.9999999989686523,['张今标'],"['高露', '贾云', '王挺']",[],历史,2009-09-25(中国大陆),233,94
465,窈窕绅士,6.1,3897667,0.9994374450665696,['李巨源'],['李巨源'],"['孙红雷', '林熙蕾', '洪小铃', '冼色丽', '苑新雨']",喜剧,2009-09-28(中国大陆),233,90
466,麦田,5.0,3582229,0.9994660877576419,['何平'],['何平'],"['范冰冰', '黄觉', '杜家毅', '王学圻', '王志文']",剧情,2009-09-28(中国大陆),15368,108
467,风声,8.0,3734112,0.997322406573145,"['陈国富', '高群书']","['陈国富', '张家鲁']","['周迅', '李冰冰', '张涵予', '王志文', '黄晓明']",剧情,2009-09-29(中国大陆),15368,118
468,皇家刺青,4.7,3189969,0.9999942521747233,"['冯超', '王劲松', '于永刚']","['许声亮', '黄小蕾', '冯超', '于飞', '大张伟', '周朋', '张佳夫']","['黄小蕾', '王劲松', '张桐', '花儿乐队', '刘桦']",剧情,2009-09-30,275255,91
469,狼灾记,4.3,3231724,0.018447786214059292,['田壮壮'],"['田壮壮', '井上靖']","['小田切让', '李美琪', '庹宗华']",剧情,2009-09-13(多伦多电影节),275255,97
470,特工008,5.7,3293034,0.9999999999974132,['Oleg Pogodin'],['Oleg Pogodin'],"['弗拉基米尔·叶皮凡采夫', '谢尔盖·阿斯塔霍夫', 'Harry Borg']",动作,2008-10-23,59656,107
471,秘岸,6.1,3011906,0.9999999999982678,['张一白'],"['张一白', '赵天宇']","['莫文蔚', '曾志伟', '陈奕迅', '檀健次', '蒋雯丽']",剧情,2009-10-13(中国大陆),59656,100
473,欠债还情,6.3,5285699,0.9874462229959581,['申根浩'],['崔真源'],"['任昌丁', '严志媛', '郑恩宇', '谢姬', '李在秋']",喜剧,2010-11-04(韩国),20306,108
474,阿童木,6.8,1917074,0.9999999999909279,['大卫·博维斯'],"['蒂莫西·哈里斯', '手冢治虫']","['弗莱迪·海默', '克里斯汀·贝尔', '尼古拉斯·凯奇', '塞缪尔·杰克逊', '查理兹·塞隆']",动作,2009-10-23(中国大陆/美国),316971,94
476,光之美少女：充满秘密的玩具王国,7.8,24858416,0.999999999522714,['伊藤尚往'],['山口亮太'],"['生天目仁美', '寿美菜子', '渕上舞', '宮本佳那子', '釘宮理恵']",动画,2013-10-26(日本),228104,70
477,罪与罚,6.6,3731463,0.9999998637113771,['周显扬'],['杜致朗'],"['郭富城', '张钧甯', '张兆辉', '何超仪', '钱嘉乐']",剧情,2009-07-09,228104,120
479,玫瑰余香,3.9,4917707,0.00467808711044948,['鲁坚'],['鲁坚'],"['崔鹏', '佟丽娅', '蒋冰冰']",爱情,2009-11-03,38062,94
480,隋朝来客,4.6,3737283,0.9585016949904894,['庄宇新'],['庄宇新'],"['李彧', '涂松岩', '邓家佳', '王子文', '李耕']",剧情,2009-11-06(中国大陆),1637,101
482,火星没事,4.9,3892235,0.9999269348605966,['刘仪伟'],"['刘仪伟', '束焕']","['黄磊', '谢娜', '孙天宇', '关悦', '王晶']",喜剧,2009-11-20,1573,93
483,小人国,8.5,3778273,0.9999999999840583,['张同道'],"['池亦洋', '辰辰', '锡坤', '大李老师']",[],纪录片,2009-11-20,1573,82
484,暮光之城,7.3,2268359,0.9999999999999984,['凯瑟琳·哈德威克'],"['梅莉莎·罗森伯格', '斯蒂芬妮·梅耶']","['克里斯汀·斯图尔特', '罗伯特·帕丁森', '比利·伯克', '阿什丽·格林尼', '妮基·瑞德']",剧情,2009-11-25(中国大陆),1139,122
485,第九区,8.2,3006772,0.9997679537543123,['尼尔·布洛姆坎普'],"['尼尔·布洛姆坎普', '特丽·塔歇尔']","['沙尔托·科普雷', '詹森·库伯', '娜塔莉·博尔特', '茜尔雯·斯特赖克', '约翰·萨莫尔']",剧情,2009-11-27(中国大陆),1139,112
487,濠河边上的女人,6.4,6080849,0.9999999968972464,['李作楠'],['江平'],"['于慧', '蒋婧', '徐小健']",剧情,2009-12-08(中国大陆),745,84
488,刺陵,3.7,3305722,0.02328148351181869,['朱延平'],"['岸西', '张炭', '林超荣', '叶云樵', '林呈炘', '邵慧婷']","['周杰伦', '林志玲', '陈道明', '苗圃', '曾志伟']",动作,2009-12-09(中国大陆),2389,110
489,奥戈,5.8,4166383,0.9999999999978446,['张弛'],['张弛'],"['吴嘉龙', '王晓', '古天祥', '周诗璇']",剧情,2009-12-20,2389,89
490,午夜出租车,3.5,3999737,0.9980328669494133,['张江南'],"['朱文', '张江南']","['陈小春', '邓紫衣', '许飞', '李健仁', '罗兰']",恐怖,2009-12-22(中国大陆),9279,90
491,逃亡者,8.5,1303562,1.0,['罗伯特·布列松'],['罗伯特·布列松'],"['弗朗索瓦·莱特瑞尔', 'Charles Le Clainche', 'Maurice Beerblock', '罗兰·英纳德']",剧情,1956-11-11(法国),9279,101
492,邻家特工,6.1,3179758,0.9999494869507835,['布莱恩·莱温特'],"['乔纳森·伯恩斯坦', '詹姆斯·格里尔', '格雷戈里·波伊莱尔']","['成龙', '安贝·瓦莱塔', '玛德琳·卡罗尔', '卢卡斯·提尔', '阿琳娜·福利']",喜剧,2010-01-15(中国大陆/美国),147140,94
493,孔子,5.3,3606975,0.999138586039584,['胡玫'],"['陈汗', '何燕江', '江奇涛', '胡玫']","['周润发', '周迅', '陈建斌', '任泉', '陆毅']",剧情,2010-01-22(中国大陆),147140,125
494,喜羊羊与灰太狼之虎虎生威,6.8,4082101,0.9999981836618754,['赵崇邦'],['黄伟健'],"['谢天华', '王祖蓝', '邓丽欣', '麦长青', '曾佩仪']",动画,2010-01-29(中国大陆),935,89
495,锦衣卫,5.9,3754946,0.9999999999999953,['李仁港'],"['邝文伟', '李仁港']","['甄子丹', '赵薇', '吴尊', '徐子珊', '戚玉武']",剧情,2010-02-03(中国大陆),935,112
496,连环扣,7.7,1303123,0.9999999999983238,['雷·劳伦斯'],['安德鲁·伯维尔'],"['安东尼·拉帕格利亚', '瑞切尔·布莱克', '凯瑞·阿姆斯特朗', '马努·贝内特', '利亚·珀赛尔']",剧情,2001-10-04,726,121
497,苏乞儿,7.4,1297863,0.9999999999360305,['陈嘉上'],"['陈建忠', '陈嘉上']","['周星驰', '张敏', '吴孟达', '徐少强', '林威']",喜剧,1992-12-17(香港),726,96
498,花田囍事2010,5.2,3804746,0.9904947291434427,"['黄百鸣', '邱礼涛']",['黄子桓'],"['黄百鸣', '吴君如', '古天乐', '郑中基', '潘粤明']",喜剧,2010-02-10(中国大陆),935,93
499,全城热恋,6.3,4066206,1.0,"['夏永康', '陈国辉']",['陈国辉'],"['张学友', '刘若英', '谢霆锋', '徐熙媛', '吴彦祖']",喜剧,2010-02-11(中国大陆),935,93
500,亚瑟和他的迷你王国2,6.2,1981642,0.9999998369406412,['吕克·贝松'],"['吕克·贝松', 'Céline Garcia']","['弗莱迪·海默', '米亚·法罗', '赛琳娜·戈麦斯', '吉米·法伦', '斯泰西·弗格森']",动画,2009-12-02,117164,93
501,大侦探福尔摩斯,7.5,2998270,0.9999999881089842,['盖·里奇'],"['迈克尔·罗伯特·约翰逊', '安东尼·佩卡姆', '西蒙·金伯格']","['小罗伯特·唐尼', '裘德·洛', '瑞秋·麦克亚当斯', '马克·斯特朗', '凯利·蕾莉']",动作,2010-02-25(中国大陆),117164,128
502,极限空间,6.6,3094580,0.17019540791195753,"['路易斯·佩德拉希塔', '罗德里戈·索佩尼亚']","['路易斯·佩德拉希塔', '罗德里戈·索佩尼亚']","['阿雷胡·苏拉斯', '伊莲娜·巴雷斯特罗斯', '路易斯·奥马', '桑提·米兰', '费德里科·路皮']",悬疑,2010-03-04(中国大陆),23658,89
503,好雨时节,6.4,3401409,0.9999999999999998,['许秦豪'],['许秦豪'],"['高圆圆', '郑雨盛']",剧情,2009-10-08,23658,100
504,大胃王,3.7,2357397,0.5062400843644099,['罗惠德'],['张江南'],"['潘长江', '郭德纲', '许慧欣', '王宝强', '邓紫衣']",喜剧,2010-03-05(中国大陆),12193,95
505,不要回头,6.3,2213119,0.9875803859335556,['玛丽娜·德·范'],"['Jacques Akchoti', '玛丽娜·德·范']","['莫妮卡·贝鲁奇', '苏菲·玛索', '安德里亚·迪·斯戴法诺', '蒂埃里·钮维', 'Brigitte Catillon']",剧情,2010-03-06(中国大陆),12193,111
506,篮球小皇帝,8.4,3206681,0.9999999999941229,['克里斯托弗· 贝尔曼'],"['克里斯托弗· 贝尔曼', '布拉德·霍根']",['勒布朗·詹姆斯'],纪录片,2008-09-06(多伦多电影节),9580,105
507,迷魂陷阱,5.3,3244066,0.9997549806319391,['卡斯珀·巴福德'],['Stefan Jaworski'],"['尼古拉·雷·卡斯', '图娃·诺沃妮', '劳拉·克里斯滕森', '图娃·诺沃妮']",惊悚,2008-08-29,9580,90
509,波西·杰克逊与神火之盗,5.9,3090455,1.0,['克里斯·哥伦布'],"['Craig Titley', 'Rick Riordan']","['罗根·勒曼', '布兰登·T·杰克逊', '亚历珊德拉·达达里奥', '凯瑟琳·基纳', '皮尔斯·布鲁斯南']",奇幻,2010-03-14(中国大陆),65,118
510,越光宝盒,5.2,3928370,0.998948543025217,['刘镇伟'],['刘镇伟'],"['孙俪', '郑中基', '朱茵', '梁咏琪', '郭德纲']",喜剧,2010-03-18(中国大陆/香港),480,86
511,爱丽丝梦游仙境,7.0,2336785,1.0,['蒂姆·波顿'],"['琳达·伍尔芙顿', '路易斯·卡罗尔']","['米娅·华希科沃斯卡', '约翰尼·德普', '海伦娜·伯翰·卡特', '安妮·海瑟薇', '克里斯平·格洛弗']",奇幻,2010-03-26(中国大陆),480,108
512,云上的人,7.7,1291558,1.0,"['米开朗基罗·安东尼奥尼', '维姆·文德斯']",['米开朗基罗·安东尼奥尼'],"['苏菲·玛索', '约翰·马尔科维奇', '芬妮·阿尔丹', '切瑞拉·凯瑟莉', '伊莲娜·雅各布']",剧情,1995-10-27(意大利),21635,105
513,火龙对决,6.1,3993708,0.9999956739081782,['林超贤'],['吴炜伦'],"['黎明', '任贤齐', '王宝强', '叶璇', '廖启智']",动作,2010-04-01,21635,106
514,澳门1949,4.5,4363034,0.6573420081133153,['包福明'],['包福明'],"['吕良伟', '韦力', '蒋婧', '任正斌', '翟万臣']",剧情,2010-04-02(中国大陆),652,86
515,孤胆拯救,3.7,3011600,0.42822892580143557,['丹尼·伦纳'],"['莱斯·韦尔登', '丹尼·伦纳']","['杜夫·龙格尔', '吉娜·梅', '迈克尔·帕尔', '巴沙尔·拉海尔', '詹姆斯·查尔克']",动作,2010-04-08(中国大陆),652,90
516,弹.道,6.4,3156600,0.999981400446852,['刘国昌'],"['张化', '夜郎']","['任达华', '张孝全', '曾恺玹', '林家栋', '廖启智']",动作,2008-11-27,1573,95
518,预审,6.3,4251801,0.9999974087340993,['周友朝'],['孙毅安'],"['任程伟', '刘威葳', '吴刚', '毛俊杰', '吴佩慈']",剧情,2010-04-15,229,96
519,岁月神偷,8.6,3792799,0.9999999997912907,['罗启锐'],"['罗启锐', '张婉婷']","['吴君如', '任达华', '钟绍图', '李治廷', '蔡颖恩']",剧情,2010-04-16(中国大陆),229,117
520,孤堡惊情,7.4,2122766,0.9999999999590998,['胡安·安东尼奥·巴亚纳'],['塞尔希奥·G·桑切斯'],"['贝伦·鲁埃达', '费尔南多·卡约', '罗赫尔·普林赛普', '玛贝尔·里维拉', 'Montserrat Carulla']",剧情,2010-04-16(中国大陆),14109,105
521,快枪手,5.1,26219893,1.0,['潘安子'],"['潘安子', '周智勇']","['林更新', '张静初', '腾格尔', '刘晓庆', '锦荣']",喜剧,2016-07-15(中国大陆),14109,115
522,东风雨,5.4,3562446,0.9999766577554999,['柳云龙'],['杨健'],"['柳云龙', '范冰冰', '竹本孝之', '李小冉', '于荣光']",剧情,2010-04-21(中国大陆),75,117
527,情定敖木仑,7.4,10574468,1.0,['薛晓路'],['薛晓路'],"['汤唯', '吴秀波', '海清', '宋美曼', '宋美慧']",喜剧,2013-03-21(中国大陆),5924,123
528,三笑之才子佳人,3.9,3993553,0.9997985041338928,"['郭德纲', '刘观伟']","['李燕波', '李云菲']","['郭德纲', '姚笛', '郭柯宇', '张恒', '于谦']",喜剧,2010-05-07(中国大陆),19644,96
529,拉卜楞人家,7.7,4833561,1.0,['徐鸿钧'],"['德姬', '邵桐', '洛桑念扎', '田嘟嘟', '德青卓玛']",[],剧情,2010-05-11,19644,94
530,夺命手机,6.2,3346995,0.9999999444007253,['格雷格·马克斯'],"['Michael Nitsberg', 'Kevin Elders']","['夏恩·韦斯特', '爱德华·伯恩斯', '文·瑞姆斯', '马丁·辛', '乔纳森·普雷斯']",动作,2009-02-27,225649,105
531,感情生活,5.3,3767411,0.9999343381750231,['杨竞泽'],"['马俪文', '杨竞泽']","['夏雨', '明道', '姚星彤', '戴君竹', '贾媛媛']",剧情,2010-05-15,225649,90
534,钢琴小神童,8.6,1900840,1.0,['弗兰迪-M.米偌'],"['Peter Luisi', '弗兰迪-M.米偌', 'Lukas B. Suter']","['Fabrizio Borsani', '泰欧·盖尔基 ', 'Julika Jenkins', 'Urs Jucker', '布鲁诺·甘茨']",剧情,2010-05-28(中国大陆),1398,100
535,犹太女孩在上海,4.5,5374399,0.858396134369088,['王根发'],['吴林'],[],剧情,2010-05-28,1398,79
536,超蛙战士之初露锋芒,4.1,3811388,0.9999991250515669,['(小)徐克'],['徐克'],[],科幻,2010-06-01,1626,90
537,高度怀疑,7.1,3006781,0.9999528811051948,['彼得·海姆斯'],['彼得·海姆斯'],"['杰西·麦特卡尔菲', '迈克尔·道格拉斯', '爱波·塔布琳', '乔·大卫·摩尔 ', '奥兰多·琼斯']",剧情,2010-06-03(中国大陆),1626,106
538,异度公寓,2.7,4827536,0.999999999130861,['蒋国权'],['张二'],"['萧蔷', '张兆辉', '马天宇', '姚琳娜', '阿穆隆']",惊悚,2010-06-04(中国大陆),345500,93
539,非常女秘书,3.3,5423380,0.07096267697892367,['刘飞波'],"['单骁男', '魏爽']","['吴静', '王亚军', '赵小川', '魏爽', '张媛']",剧情,2010-06-07,345500,84
540,算命,8.9,4073872,0.9999999999987526,['徐童'],"['历百程', '石珍珠']",[],纪录片,2009-08,72,157
541,不是闹着玩的,7.2,4707225,0.9992671614080902,['卢卫国'],['卢卫国'],"['李易祥', '于根艺', '曹随风', '田华']",剧情,2010-06-10,72,90
544,香奈儿秘密情史,6.6,3172300,0.999998349539845,['扬·高能'],"['Chris Greenhalgh', 'Carlo De Boutiny', '扬·高能']","['安娜·穆格拉利斯', '麦斯·米科尔森', '伊莲娜·莫罗佐娃', '娜塔莎·兰丁格尔']",剧情,2009-12-30,91289,118
545,和声,8.5,4861627,1.0,['康大奎'],"['Seung-yeon Lee', '尹齐均']","['金允珍', '罗文姬', '郑秀英', '张荣男', '姜艺媛']",剧情,2010-01-28,91289,115
546,摇摆de婚约,5.7,4707209,0.0017677248321228411,"['鄢钷', '肖蔚鸿']","['崔斯韦', '管娜']","['姚晨', '朱雨辰', '郭晓东', '蒋小涵', '吴辰君']",剧情,2010-06-13(中国大陆),765,90
547,杨雄与石秀,5.6,5341811,0.9999999998576854,['刘信义'],"['江伟', '佟岩']","['温碧霞', '淳于珊珊', '孟飞', '谭俏']",剧情,2010-10-22,765,98
548,玩具总动员3,8.8,1858711,1.0,['李·昂克里奇'],"['迈克尔·阿恩特', '约翰·拉塞特', '安德鲁·斯坦顿', '李·昂克里奇']","['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂', '唐·里克斯']",喜剧,2010-06-16(中国大陆),101,103
549,碧罗雪山,8.0,4833562,1.0,['刘杰'],"['存文学', '刘杰']","['汪普则', '娜真叶', '积阿迪', '黑皮', '胡春华']",剧情,2010-06-12(中国大陆),101,93
550,海洋天堂,7.9,4004731,0.999999999889962,['薛晓路'],['薛晓路'],"['李连杰', '文章', '桂纶镁', '朱媛媛', '董勇']",剧情,2010-06-18(中国大陆),2916,106
551,电影频道传媒大奖,8.4,1297531,0.9999999999999609,['西德尼·吕美特'],['帕迪·查耶夫斯基'],"['费·唐纳薇', '威廉·霍尔登', '彼得·芬奇', '罗伯特·杜瓦尔', '尼德·巴蒂']",剧情,1976-11-27,2916,121
552,刺水,6.6,4849954,0.9999999999999993,['李彦廷'],"['李彦廷', '梁弓']","['卢星宇', '景松涛', '杨洪涛']",剧情,2009-11-17(中国大陆),48923,91
554,叶问前传,5.7,4134631,0.9999893355376611,['邱礼涛'],['李敏'],"['杜宇航', '樊少皇', '元彪', '陈嘉桓', '黄奕']",动作,2010-06-24(香港),972,100
555,枪王之王,6.6,4133988,1.0,['尔冬升'],"['尔冬升', '秦天南', '刘浩良']","['古天乐', '吴彦祖', '李冰冰', '蔡卓妍', '杜汶泽']",动作,2010-07-02(中国大陆),972,117
556,嘻游记,3.3,4843641,0.9947640022067324,['钟少雄'],"['李海蜀', '黄彦威']","['徐峥', '谢娜', '黄奕', '邱胜翊', '应采儿']",喜剧,2010-07-02,6867,105
557,惊情,7.7,1293124,0.9999999923962261,['弗朗西斯·福特·科波拉'],"['詹姆士·V·哈特', '布莱姆·斯托克']","['加里·奥德曼', '薇诺娜·瑞德', '安东尼·霍普金斯', '基努·里维斯', '理查德·E·格兰特']",爱情,1992-11-13(美国),6867,128
558,大国手之胜者为王,7.2,1298252,0.9999999995282145,['刘伟强'],"['文隽', '秋婷']","['郑伊健', '陈小春', '舒淇', '黎姿', '千叶真一']",惊悚,2000-07-21,129999,118
559,唐伯虎点秋香2,8.4,1306249,0.9999993639883531,['李力持'],"['李力持', '谷德昭', '陈文强']","['周星驰', '巩俐', '陈百祥', '郑佩佩', '朱咪咪']",喜剧,1993-07-01(香港),129999,102
560,梦回金沙城,4.6,4603376,0.35241052183538346,['陈德明'],['苏晓虹'],"['詹佳', '沈达威', '程玉珠', '张欣', '谢天添']",剧情,2010-07-10(中国大陆),421,85
561,黑色闪电,6.3,4297254,0.9999999999999998,"['Dmitriy Kiselev', 'Aleksandr Voytinskiy']","['Dmitriy Aleynikov', 'Aleksandr Talal']","['吉里格力·多布金', '叶卡婕琳娜·维尔科娃', '维克多·维尔比斯基', '瓦列里·佐洛图欣', '叶卡婕琳娜·谢·瓦西利耶娃']",动作,2009-12-31,421,106
563,七小罗汉,4.9,4881121,0.9869494227465704,['傅华阳'],['宁财神'],"['曾志伟', '陈思诚', '牛萌萌', '马健', '东方闻樱']",喜剧,2010-07-23,156743,86
564,初恋红豆冰,7.6,3745292,0.9999999996702384,['阿牛'],['阿牛'],"['阿牛', '李心洁', '梁静茹', '品冠', '易桀齐']",喜剧,2010-09-09(中国大陆),3786,104
566,阿黛拉的非凡冒险,6.8,3628370,0.9999947596180604,['吕克·贝松'],"['吕克·贝松', 'Jacques Tardi']","['露易丝·布尔昆', '马修·阿马立克', '吉尔·勒卢什', '让-保罗·卢弗', '杰克·纳瑟斯安']",喜剧,2010-08-02(中国大陆),223,107
567,恋爱通告,5.9,4707230,0.9999999999996487,['王力宏'],"['杜欣怡', '陈虹洁', '王力宏']","['王力宏', '刘亦菲', '曾轶可', '陈汉典', '陈冲']",喜剧,2010-08-12(中国大陆),223,99
569,怪物史瑞克4,7.5,2072478,1.0,['迈克·米切尔'],"['Josh Klausner', 'Darren Lemke']","['麦克·梅尔斯', '艾迪·墨菲', '卡梅隆·迪亚兹', '安东尼奥·班德拉斯', '朱莉·安德鲁斯']",喜剧,2010-08-16(中国大陆),322,93
570,龙凤店,4.8,4735944,0.8478209823184976,['钟澍佳'],"['陈文强', '曾瑾昌', '李思臻']","['徐熙媛', '任贤齐', '霍思燕', '陈百祥', '罗家英']",喜剧,2010-08-19(中国大陆),7896,108
572,大国手之扬州论枰,7.5,5912979,0.9976755401616664,['萧锋'],['武志刚'],"['程皓枫', '章贺']",古装,2011-08-20,70,90
573,最后的风之子,4.9,2363919,0.9996542724370068,['M·奈特·沙马兰'],['M·奈特·沙马兰'],"['诺亚·林格', '戴夫·帕特尔', '杰克逊·拉斯波恩', '妮可拉·佩尔茨', '克利夫·柯蒂斯']",动作,2010-08-23(中国大陆),70,103
574,线人,7.3,4133814,0.9999996693755256,['林超贤'],['吴炜伦'],"['谢霆锋', '张家辉', '桂纶镁', '陆毅', '苗圃']",剧情,2010-08-24,745,113
575,哎,7.3,5265166,0.9999999999999405,['尹丽川 '],['尹丽川 '],"['徐韬', '冯丹滢']",短片,2010-08-26,745,13
576,盗梦空间,9.2,3541415,1.0,['克里斯托弗·诺兰'],['克里斯托弗·诺兰'],"['莱昂纳多·迪卡普里奥', '约瑟夫·高登-莱维特', '艾伦·佩吉', '汤姆·哈迪', '渡边谦']",剧情,2010-09-01(中国大陆),28,148
577,夕花朝拾,6.0,5265130,0.9999961874000554,['庄宇新'],['庄宇新'],"['邱子', '吕聿来']",短片,2010-09-02,28,15
578,一只狗的大学时光,6.3,4812761,0.9999999999999989,['卢正雨'],"['卢正雨', '武皮皮', '果晓丹']","['薛之谦', '林源', '王学兵', '邓紫飞', '蒋璐霞']",剧情,2010-09-03,131,96
579,举起手来2：追击阿多丸,4.2,4926002,0.6893444546094434,['冯小宁'],['冯小宁'],"['潘长江', '郭达', '刘小微']",喜剧,2010-09-09(中国大陆),131,91
580,心灵搏击,6.8,1293978,0.9999999991083601,['罗恩·谢尔顿'],['罗恩·谢尔顿'],"['伍迪·哈里森', '安东尼奥·班德拉斯']",剧情,2001-05-03,19656,124
581,守望者,8.1,1972698,0.9942982170944988,['扎克·施奈德'],"['大卫·海特', '亚历克斯·谢', '戴夫·吉布森', '艾伦·摩尔']","['帕特里克·威尔森', '卡拉·古奇诺', '比利·克鲁德普', '玛琳·阿克曼', '杰弗里·迪恩·摩根']",动作,2009-03-06(美国),19656,162
583,泡芙小姐的金鱼缸,6.4,5284554,0.9999998921700158,['皮三'],"['皮三', '徐燕妮']","['余皑磊', '徐涛', '冯丹滢']",动画,2010-09-16,783,17
584,精武风云·陈真,6.0,3792816,0.9999949309288265,['刘伟强'],"['陈嘉上', '张志成']","['甄子丹', '舒淇', '黄秋生', '黄渤', '霍思燕']",动作,2010-09-21(香港),1847,106
