,name,rating,id,sentiment,director,scriptwriter,starring,genre,date,total_people,running_time
1,花田喜事,7.5,1416728,0.9999999848870018,['高志森'],"['黄百鸣', '马伟豪', '谷德昭', '高志森']","['张国荣', '关之琳', '许冠杰', '毛舜筠', '许冠英']",喜剧,1993-01-20(香港),454,85
3,年年有今日,7.8,4191644,1.0,['罗勒·莎菲'],['大卫·尼克尔森'],"['安妮·海瑟薇', '吉姆·斯特吉斯', '汤姆·米森', '朱迪·惠特克', '蒂姆·凯']",剧情,2011-08-19(美国),46743,107
5,梅雨季节,8.4,1766592,0.9999999998255145,['乔梁'],"['田小洁', '席与立']",[],剧情,1995-01-18,725,91
6,红番区,7.3,1296011,0.9999999999999984,['唐季礼'],"['马美萍', '邓景生']","['成龙', '梅艳芳', '叶芳华', '董骠', '马克·阿克斯']",喜剧,1995-01-29(中国大陆),341616,104
7,铜马铁燕传奇,5.3,2995215,0.999892361534004,"['杜韦达', '袁方']","['赵小波', '罗棋']","['季天笙', '于荣光', '陈少霞', '李致正']",喜剧,1995,341616,82
9,疯狂的兔子,6.6,1938923,0.3997172293193574,"['崔小芹', '孟卫兵']",['张之路'],"['柳田', '赵梦洋', '陈述', '崔岳', '黄迎']",科幻,1997,129,82
10,97家有喜事,7.4,1305197,0.9999999999999998,['张坚庭'],"['黄百鸣', '谷德昭']","['周星驰', '黄百鸣', '吴镇宇', '乔宏', '伍咏薇']",喜剧,1997-02-06(香港),340,90
11,阴阳路,6.6,1480051,0.9999744513939396,"['郑伟文', '谭朗昌', '邱礼涛']","['刘孝伟', '秋婷', '杨焕彩']","['古天乐', '雷宇扬', '丁子峻', '朱永棠', '蔡少芬']",恐怖,1997-05-10(香港),340,98
13,桃色陷阱,5.7,1293819,1.0,['威廉·弗莱德金'],['乔·埃泽特哈斯'],"['大卫·卡罗素', '琳达·费奥伦蒂诺', '查兹·帕尔明特瑞', '理查德·克里纳']",剧情,1995-10-13,58703,95
14,没事偷着乐,7.5,1300678,1.0,['杨亚洲'],"['崔砚君', '刘恒', '孙毅安']","['冯巩', '丁嘉丽', '郑卫莉', '气壳', '李明启']",喜剧,1999-01-07(中国大陆),252,106
16,缘，妙不可言,5.3,2148618,0.02623952507110372,['曹建南'],['曹建南'],"['吴奇隆', '赵薇', '何润东', '李绮虹']",剧情,1999-05-13(中国大陆),11820,90
17,特警新人类,6.3,1299048,0.9999999977587675,['陈木胜'],"['陈木胜', '戚家基', '许安', '李绮华']","['谢霆锋', '冯德伦', '李灿森', '吴彦祖', '叶佩雯']",喜剧,1999-06-18,11820,113
18,那个夏天的日子,8.5,1779364,1.0,"['汤山邦彦', '石原立也']","['寺田宪史', '松本泉']","['古谷彻', '鹤广美', '原惠理子', '本多知惠子', '富泽美智惠']",喜剧,1996-11-02,10122,95
20,龙飞凤舞,6.7,7163765,0.9999999999999989,['王育麟'],"['太保', '吴朋奉', '郭春美', '陈家乐', '陳家祥', '王莉雯', '朱家儀', '王安琪', '陳泰樺']",[],剧情,2012-01-13,62150,109
21,阴阳路六之凶周刊,5.3,26961002,0.0520573551996818,['邱礼涛'],['邱礼涛'],"['古天乐', '张智霖', '林家栋', '蔡卓妍', '佘诗曼']",悬疑,2017-10-27(中国大陆),62150,98
23,红岩 第2部,8.3,26675621,0.9999999999607763,"['濑下宽之', '安藤裕章']","['濑古浩司', '樱井画门']","['宫野真守', '细谷佳正', '樱井孝宏', '大塚芳忠', '小松未可子']",剧情,2016-05-06(日本),9732,106
25,新家法,6.3,2084048,0.9997927638835472,['郑伟文'],['南燕'],"['古天乐', '方中信', '杨恭如']",犯罪,1999-09-10(香港),5020,120
26,我的1919,8.0,1316511,1.0,['黄健中'],"['黄丹', '唐娄彝']","['陈道明', '何政军', '许晴', '修宗迪', '李建义']",剧情,1999-09-16(中国大陆),558,98
27,国歌,6.5,1868115,0.9999999999999702,['吴子牛'],"['范正明', '苏叔阳', '张冀平']","['陈坤', '何政军', '傅亨']",剧情,1999-10-07(中国大陆),558,121
28,美丽新世界,6.8,1419942,1.0,['泰伦斯·马力克'],['泰伦斯·马力克'],"['科林·法瑞尔', '考莉安卡·基尔彻', '克里斯蒂安·贝尔', '克里斯托弗·普卢默', '奥古斯特·斯彻伦伯格']",剧情,2005-12-25(美国),23913,135
29,我的父亲母亲,7.9,1294007,1.0,['张艺谋'],['鲍十'],"['章子怡', '郑昊', '孙红雷', '李滨', '嵇波']",剧情,1999-10-16(中国大陆),23913,89
30,月蚀,6.4,3289086,0.9999043005217381,['大卫·斯雷德'],"['梅莉莎·罗森伯格', '斯蒂芬妮·梅耶']","['克里斯汀·斯图尔特', '罗伯特·帕丁森', '泰勒·洛特纳', '比利·伯克', '阿什丽·格林尼']",剧情,2010-06-30(美国),1332,124
31,缘份的天空,7.9,1298128,0.9999960592553727,['诺拉·艾芙隆'],"['诺拉·艾芙隆', '杰夫·阿奇', '大卫·S·瓦德']","['汤姆·汉克斯', '梅格·瑞恩', '罗斯·马林格', '丽塔·威尔逊', '维克多·加博']",剧情,1993-06-25(美国),1332,105
34,宇宙与人,8.3,1464628,0.9990992564884469,['忻迎一'],[],[],纪录片,2001,21791,60
36,草房子,8.1,1302666,1.0,['徐耿'],['曹文轩'],"['曹丹', '杜源', '吴琴琴', '金荣喜', '许雁青']",剧情,1998,278,105
37,卧虎藏龙,7.9,1301168,1.0,['李安'],"['王蕙玲', '詹姆斯·夏慕斯', '蔡国荣']","['周润发', '杨紫琼', '章子怡', '张震', '郎雄']",剧情,2000-10-13(中国大陆),278,120
40,爱在塬上的日子,7.7,1291558,1.0,"['米开朗基罗·安东尼奥尼', '维姆·文德斯']",['米开朗基罗·安东尼奥尼'],"['苏菲·玛索', '约翰·马尔科维奇', '芬妮·阿尔丹', '切瑞拉·凯瑟莉', '伊莲娜·雅各布']",剧情,1995-10-27(意大利),137,105
41,紫日,8.0,1308078,1.0,['冯小宁'],['冯小宁'],"['富大龙', '前田知惠', '安娜·捷尼拉洛娃', '王学伟', '李鸣']",剧情,2001-04-11(中国大陆),137,106
44,珍珠港,7.8,1302987,0.9999998443796376,['迈克尔·贝'],['兰道尔·华莱士'],"['本·阿弗莱克', '乔什·哈奈特', '凯特·贝金赛尔', '小库珀·古丁', '强·沃特']",剧情,2001-08-10(中国大陆),7422,183
45,致命密函,5.2,2079752,0.9994639331005778,"['王建为', '赵歌']","['向耀宏', '杨盼盼']","['张晋', '钱嘉乐', '李珊珊', '释小龙']",动作,2001-08-16,7422,96
47,北京乐与路,7.1,1298213,1.0,['张婉婷'],['罗启锐'],"['耿乐', '舒淇', '吴彦祖', '吴耀汉', '俞飞鸿']",剧情,2001-10-25(香港),1978,110
48,花眼,6.5,1421779,0.9999999998416127,['李欣'],"['李欣', '傻娃']","['武拉拉', '徐静蕾', '王学兵', '安子', '李捐']",剧情,2002-01-01(中国大陆),3606,84
50,哈利·波特与魔法石,8.7,1295038,1.0,['克里斯·哥伦布'],"['史蒂夫·克洛夫斯', 'J·K·罗琳']","['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '艾伦·瑞克曼', '玛吉·史密斯']",奇幻,2002-01-26(中国大陆),5935,152
52,烟雨红颜,6.4,1456391,0.9789909212179846,['刘德凯'],['钟晓阳'],"['张信哲', '周迅']",爱情,2002-02-26,13341,93
54,指环王1：魔戒再现,8.9,1291571,1.0,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', 'J·R·R·托尔金']","['伊利亚·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆']",剧情,2002-04-04(中国大陆),1279,178
56,开往春天的地铁,7.0,1305466,0.9999999821223186,['张一白'],['刘奋斗'],"['耿乐', '徐静蕾', '张杨', '柯蓝', '高圆圆']",剧情,2002-05-28(中国大陆),2859,93
57,冲出亚马逊,6.4,1464563,0.9966621680836343,['宋业明'],"['赵峻防', '王戈洪']","['侯勇', '穆立新', '汤姆·巴特勒', 'JR·波恩', '强·库斯勃特']",剧情,2002-07-01(中国大陆),2859,102
58,喋血黄沙,8.3,1296519,1.0,['吴宇森'],['吴宇森'],"['周润发', '李修贤', '叶倩文', '曾江', '朱江']",剧情,1989-07-06,84091,111
59,百骏图,6.7,1292858,0.9999999999921763,['比利·鲍伯·松顿'],['泰德·塔里'],"['马特·达蒙', '亨利·托马斯', '佩内洛普·克鲁兹']",剧情,2000-12-25,84091,116
60,蜘蛛侠,7.4,24753477,0.9999999999999685,['乔·沃茨'],"['约翰·弗朗西斯·戴利', '史蒂夫·迪特寇', '乔纳森·M·戈尔茨坦', '斯坦·李']","['汤姆·赫兰德', '小罗伯特·唐尼', '玛丽莎·托梅', '迈克尔·基顿', '雅各布·巴特朗']",动作,2017-09-08(中国大陆),137281,133
61,和你在一起,7.7,1307702,1.0,['陈凯歌'],"['薛晓路', '陈凯歌']","['唐韵', '刘佩琦', '陈红', '王志文', '陈凯歌']",剧情,2002-09-20(中国大陆),137281,116
62,猎豹,4.3,1305955,0.9915813279628176,['林展伟'],['钟发 / 张耀扬'],[],动作,1998-03-28,184134,86
63,英雄,6.8,1306123,0.9999490041122245,['张艺谋'],"['王斌', '李冯', '张艺谋']","['李连杰', '梁朝伟', '张曼玉', '陈道明', '甄子丹']",剧情,2002-12-19(中国大陆/香港),184134,93
64,黑白,5.2,25723093,0.9999999998086326,"['游坚煜', '李权峰']","['游坚煜', '李权峰', '黄志翔']","['王传一', '李妍憬', '张静之', '窦智孔', '史黛西']",动作,2016-03-18(台湾),42,118
65,哈利·波特与密室,8.2,1296996,0.9999999998677109,['克里斯·哥伦布'],"['史蒂夫·克洛夫斯', 'J·K·罗琳']","['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '理查德·格雷弗斯']",奇幻,2003-01-24(中国大陆),42,161
67,惊涛骇浪,7.5,1298406,0.9999999999999925,['柯蒂斯·汉森'],"[""Denis O'Neill""]","['梅丽尔·斯特里普', '凯文·贝肯', '大卫·斯特雷泽恩', '约翰·C·赖利', '约瑟夫·梅泽罗']",动作,1994-09-30(美国),95,108
70,指环王2：双塔奇兵,8.9,1291572,1.0,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '斯蒂芬·辛克莱', '彼得·杰克逊', 'J·R·R·托尔金']","['伊利亚·伍德', '西恩·奥斯汀', '伊恩·麦克莱恩', '维果·莫腾森', '奥兰多·布鲁姆']",剧情,2003-04-25(中国大陆),53,179
74,黑客帝国2：重装上阵,8.4,1304141,0.9997947760618004,"['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['基努·里维斯', '凯瑞-安·莫斯', '劳伦斯·菲什伯恩', '雨果·维文', '莫妮卡·贝鲁奇']",动作,2003-07-18(中国大陆),246744,138
75,绿茶,6.2,1308699,0.6780450787469603,['张元'],"['唐大年', '张元', '金仁顺']","['赵薇', '姜文', '王海珍', '方力均', '张元']",剧情,2003-08-18(中国大陆),246744,83
76,终结者3,7.0,1305333,1.0,['乔纳森·莫斯托'],"['John D. Brancato', '迈克尔·费里斯']","['阿诺·施瓦辛格', '尼克·斯塔尔', '克莱尔·丹妮丝', '克里斯塔娜·洛肯']",动作,2003-08-29(中国大陆),54,109
77,诺玛的十七岁,3.0,26757951,0.9999998725277519,['彭发'],['雷志龙'],"['徐娇', '胡夏', '鲁诺', '王力宏', '蔡卓妍']",爱情,2017-09-15(中国大陆),54,91
78,三十八度,6.2,1476912,0.9999999999999796,"['刘新', '艾颖']","['朱苹', '刘新']","['黄磊', '陶红', '谢雨欣', '刘龙', '高远']",喜剧,2003-09-04(中国大陆),86,100
79,无间道,9.0,1307914,1.0,"['刘伟强', '麦兆辉']","['麦兆辉', '庄文强']","['刘德华', '梁朝伟', '黄秋生', '曾志伟', '郑秀文']",剧情,2003-09-05(中国大陆),86,101
80,中国功夫少女组,4.9,1771343,0.9999999140930951,['王毓雅'],"['徐亿梅', '王毓雅', '剑持聪']","['陈坤', '袁咏仪', '林依晨', '安以轩']",动作,2003-09-12,54406,91
81,天地英雄,6.4,1302705,0.999999999938731,['何平'],"['何平', '张锐']","['姜文', '赵薇', '中井贵一', '王学圻', '哈斯巴根']",剧情,2003-09-23,54406,114
82,绿巨人浩克,6.5,1307354,1.0,['李安'],"['詹姆斯·夏慕斯', '约翰·特曼', '迈克尔·弗朗斯', '杰克·科比', '斯坦·李']","['艾瑞克·巴纳', '詹妮弗·康纳利', '山姆·艾里奥特', '乔什·卢卡斯', '尼克·诺特']",剧情,2003-10-10(中国大陆),39268,138
83,黑客帝国3：矩阵革命,8.5,1302467,1.0,"['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['莉莉·沃卓斯基', '拉娜·沃卓斯基']","['基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '贾达·萍克·史密斯']",动作,2003-11-05(美国/中国大陆),39268,129
84,加勒比海盗,8.6,1298070,0.9999819469305519,['戈尔·维宾斯基'],"['泰德·艾略特', '特里·鲁西奥', '斯图尔特·贝亚蒂耶', '杰·沃尔伯特']","['约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特']",动作,2003-11-21(中国大陆),84,143
85,散打,6.1,1417441,0.9999753115283546,['麦子善'],"['徐克', '锺继昌', '林小龙', '李问']","['桑伟淋', '赵子龙', '倪景阳']",剧情,2004-01-01,84,85
86,飞鹰,5.2,1307186,0.5134254502808123,['马楚成'],"['马楚成', '陈淑贤']","['杨紫琼', '李冰冰', '任贤齐', '鲁克·高斯', '张卓楠']",动作,2004-01-15(中国大陆),46,99
87,山楂树,6.6,4151110,0.9999999999999998,['张艺谋'],"['尹丽川 ', '顾小白', '阿美', '艾米']","['周冬雨', '窦骁', '奚美娟', '李雪健', '姜瑞佳']",剧情,2010-09-16(中国大陆),46,114
89,神枪手,5.8,3002820,0.9901369908472171,['林超贤'],['吴炜伦'],"['任贤齐', '黄晓明', '陈冠希']",剧情,2009-04-09(香港),172508,87
90,火山高校,5.9,1295703,0.9999999962739698,['金泰均'],['金泰均'],"['张赫', '申敏儿', '金秀路', '权相宇', '孔晓振']",动作,2001-12-05(韩国),153,121
91,指环王3：王者无敌,9.1,1291552,0.992917429583766,['彼得·杰克逊'],"['弗兰·威尔士', '菲利帕·鲍恩斯', '彼得·杰克逊', 'J·R·R·托尔金']","['维果·莫腾森', '伊利亚·伍德', '西恩·奥斯汀', '丽芙·泰勒', '伊恩·麦克莱恩']",剧情,2004-03-12(中国大陆),153,201
93,云的南方,7.9,1418292,1.0,['朱文'],['朱文'],"['李雪健', '金子', '田壮壮']",剧情,2004-04-13,5728,94
95,茉莉花开,7.1,1302795,0.9999999021014958,['侯咏'],"['张献', '苏童', '侯咏']","['章子怡', '姜文', '陈冲', '刘烨', '陆毅']",剧情,2006-04-25(中国大陆),19968,130
96,自娱自乐,5.8,1316581,0.9999906566225665,['李欣'],['陈燕'],"['尊龙', '李玟', '夏雨', '陶虹', '张铮']",喜剧,2004-05-01(中国大陆),1972,102
98,后天,8.0,1308779,0.9999999999832678,['罗兰·艾默里奇'],"['罗兰·艾默里奇', '杰弗利·纳赫马诺夫']","['丹尼斯·奎德', '杰克·吉伦哈尔', '埃米·罗森', '达什·米霍克', '杰伊·桑德斯']",动作,2004-05-28(中国大陆/美国),16082,124
101,美丽上海,7.5,1422040,0.9999999999981735,['彭小莲'],['彭小莲'],"['王祖贤', '郑振瑶', '冯远征', '顾美华', '娜仁花']",剧情,2004-06-11,436953,109
102,黄昏清兵卫,8.7,1307306,1.0,['山田洋次'],"['朝间义隆', '山田洋次']","['宫泽理惠', '真田广之', '大杉涟']",剧情,2002-11-02(日本),256,129
103,特洛伊,7.4,1308751,1.0,['沃尔夫冈·彼德森'],['戴维·贝尼奥夫'],"['布拉德·皮特', '黛安·克鲁格', '奥兰多·布鲁姆', '朱利安·格洛弗', '布莱恩·考克斯']",动作,2004-06-12(中国大陆),256,163
104,我男朋友的罗曼史,6.0,1526760,0.9999999999999827,['朴济铉'],['朴济铉'],"['金相庆', '金晶恩', '李镜珍', '吴承贤']",喜剧,2004-07-16(韩国),2041,112
105,十面埋伏,5.7,1308722,1.0,['张艺谋'],"['李冯', '王斌', '张艺谋']","['金城武', '刘德华', '章子怡', '宋丹丹', '刘腾远']",剧情,2004-07-16(中国大陆),2041,119
106,怪物史瑞克2,7.5,1291582,0.8473616930178304,"['安德鲁·亚当森', '凯利·阿斯博瑞', '康拉德·弗农']","['安德鲁·亚当森', '乔·斯蒂尔曼', 'J·大卫·斯提姆', '戴维·N·韦斯', '威廉·史塔克', '克里斯·米勒']","['麦克·梅尔斯', '艾迪·墨菲', '卡梅隆·迪亚兹', '朱莉·安德鲁斯', '安东尼奥·班德拉斯']",喜剧,2004-08-13(中国大陆),1219,93
107,张思德,6.5,1938260,0.9999991532421348,['尹力'],['刘恒'],"['吴军', '唐国强', '邹爽', '宋运成', '郑昊']",剧情,2004,1219,116
108,哈利·波特与阿兹卡班的囚徒,8.2,1291544,1.0,['阿方索·卡隆'],"['史蒂夫·克洛夫斯', 'J·K·罗琳']","['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '朱丽·沃特斯']",剧情,2004-09-10(中国大陆),435441,141
109,少年陈真,4.2,3229450,0.8685008855009683,"['罗棋', '孔刚']",['朱姝'],"['周比利', '刘家荣', '元彪', '徐小龙', '巢萍']",动作,2004-09-13(中国大陆),435441,87
110,新警察故事,7.2,1306160,1.0,['陈木胜'],['袁锦麟'],"['成龙', '谢霆锋', '杨采妮', '蔡卓妍', '吴彦祖']",剧情,2004-09-24(中国大陆),18181,123
111,可可西里,8.7,1308857,0.9999999895496398,['陆川'],['陆川'],"['多布杰', '张正阳', '奇道', '赵雪莹', '马占林']",剧情,2004-10-01(中国大陆),18181,85
112,放牛班的春天,9.2,1291549,0.9999999960373114,['克里斯托夫·巴拉蒂'],"['乔治·沙普罗', '勒·惠勒', '诺埃-诺尔', '克里斯托夫·巴拉蒂', '菲利普·洛佩斯-屈瓦尔']","['热拉尔·朱尼奥', '弗朗索瓦·贝莱昂', '凯德·麦拉德', '让-保罗·博奈雷', '玛丽·布奈尔']",剧情,2004-10-16(中国大陆),37174,97
114,天下无贼,7.7,1291550,1.0,['冯小刚'],"['王刚', '林黎胜', '张家鲁', '冯小刚']","['刘德华', '刘若英', '王宝强', '李冰冰', '葛优']",剧情,2004-12-09(中国大陆/香港),36960,113
115,加菲猫,7.6,1308776,0.9999963421122804,['彼得·休伊特'],"['Joel Cohen', 'Alec Sokolow']","['比尔·默瑞', '詹妮弗·洛芙·休伊特', '布瑞金·梅耶', '斯蒂芬·托布罗斯基']",喜剧,2004-12-17(中国大陆),36960,80
117,情人结,6.6,1316506,1.0,['霍建起'],"['思芜', '张人捷']","['赵薇', '陆毅', '宋晓英', '刘牧', '张谦']",剧情,2005-02-13(中国大陆),48619,113
118,一石二鸟,4.0,1457319,0.9998859393695868,"['朱延平', '曹国莉']","['郭筝', '林蔓繻']","['吴宗宪', '吴孟达', '雪村', '林心如', '曾志伟']",喜剧,2005-01-16(中国大陆),435,93
119,我为谁狂,7.0,1473215,0.9999980742669935,['陈大明'],"['宁静', '孙红雷', '赵宝刚']",[],喜剧,2005-02-01,435,108
121,鸳鸯蝴蝶,7.1,1394543,0.9991295007116119,"['严浩', '杨紫']","['严浩', '郑晓']","['周迅', '陈坤', '严羚', '张曦文', '严浩']",剧情,2005-02-14(中国大陆),302832,110
122,美人依旧,6.1,1329938,0.9999134053388958,['胡安'],"['Michael Eldridge', 'Beth Schacter']","['周迅', '邬君梅', '王志文', '卢燕', '剧雪']",剧情,2005-02-14,34434,83
123,绿草地,7.6,1479807,0.9999999952801675,['宁浩'],"['宁浩', '邢爱娜', '高建国']","['达瓦', '毕力格', '戈利班']",剧情,2005-02-15,34434,100
124,孔雀,7.9,1309004,0.9999999999906741,['顾长卫'],['李樯'],"['张静初', '冯瓅', '吕聿来', '黄梅莹', '刘冠成']",剧情,2005-02-18(中国大陆),144,136
126,一个陌生女人的来信,7.5,1308799,0.9999999999999996,['徐静蕾'],"['斯蒂芬·茨威格', '徐静蕾']","['徐静蕾', '姜文', '黄觉', '焦晃', '孙飞虎']",剧情,2005-03-04(中国大陆),182249,89
130,好大一对羊,7.4,1394530,0.9999999999190641,['刘浩'],"['刘浩', '夏天敏']","['孙云昆', '蒋志昆']",剧情,2005-03-24,265964,100
133,鸿门宴,6.3,5908477,1.0,['李仁港'],['李仁港'],"['黎明', '冯绍峰', '刘亦菲', '张涵予', '黄秋生']",剧情,2011-11-29(中国大陆),239,135
134,鲨鱼故事,7.1,1308757,0.9999999999999951,"['罗伯·莱特曼', '维基·詹森', 'Bibo Bergeron']","['迈克尔·J·威尔森', '罗伯·莱特曼']","['威尔·史密斯', '罗伯特·德尼罗', '蕾妮·齐薇格', '安吉丽娜·朱莉', '杰克·布莱克']",喜剧,2005-04-29(中国大陆),1846,90
135,红孩儿：决战火焰山,6.6,1419661,0.41090963324136,['王童'],"['阿雅', '蔡升晏', '杨贵媚', '澎恰恰', '陈昭荣', '陈宣裕', '许杰辉', '乾德门']",[],剧情,2005-05-08(中国大陆/台湾/香港),1846,95
136,龙威父子,4.1,1920116,0.9999927235059277,"['李炯楷', '孔刚']","['李炯楷', '李敏才', '杜启华']","['黄晓明', '邓肇欣', '吴嘉龙', '洪金宝', '洪天明']",剧情,2005-05-18(中国大陆),27357,100
137,星球大战前传3：西斯的复仇,8.2,1309078,1.0,['乔治·卢卡斯'],['乔治·卢卡斯'],"['伊万·麦克格雷格', '娜塔莉·波特曼', '海登·克里斯滕森', '伊恩·麦克迪阿梅德', '塞缪尔·杰克逊']",动作,2005-05-20(中国大陆),27357,140
138,结果,6.1,1762077,0.5638005971384907,['章明'],['秦海燕'],"['黄光亮', '徐百卉', '廖忠', '黄璐']",剧情,2006-01-05,10405,100
139,姐姐词典,6.8,1461180,0.7947176375408547,['蒋钦民'],"['东西', '钦民']","['蒋勤勤', '郑昊', '潘耀武']",爱情,2005-06-10,10405,98
140,终极挑战,4.5,2106269,0.9999976302648522,['Johannes Jaeger'],['Johannes Jaeger'],"['马迪斯·兰德维尔 ', 'Volkram Zschiesche', 'Christian Monz', '爱丝特斯维恩斯', 'Sinta Weisz']",动作,2005-06-12(中国大陆),388204,95
141,求求你表扬我,6.8,1438041,0.9998465144840731,['黄建新'],"['黄建新', '一凡']","['王志文', '范伟', '陈好', '苗圃', '廖凡']",喜剧,2005-06-17(中国大陆),388204,99
142,头文字D,6.9,1329562,0.9999999992255406,"['刘伟强', '麦兆辉']","['麦兆辉', '庄文强']","['周杰伦', '黄秋生', '铃木杏', '杜汶泽', '钟镇涛']",剧情,2005-06-23(中国大陆/香港),60,107
144,史密斯夫妇,7.6,1309199,0.9968621633297716,['道格·里曼'],['西蒙·金伯格'],"['布拉德·皮特', '安吉丽娜·朱莉', '文斯·沃恩', '亚当·布罗迪', '凯丽·华盛顿']",喜剧,2005-07-08(中国大陆),4167,120
145,马达加斯加,7.7,1309201,0.9999968447379549,"['埃里克·达尼尔', '汤姆·麦格拉思']","['马克·伯顿', '比利·弗罗利克', '埃里克·达尼尔', '汤姆·麦格拉思']","['本·斯蒂勒', '克里斯·洛克', '大卫·休默', '贾达·萍克·史密斯', '萨莎·拜伦·科恩']",喜剧,2005-07-15(中国大陆),4167,86
146,七剑,5.8,1401205,1.0,['徐克'],"['张志成', '秦天南', '徐克', '梁羽生']","['甄子丹', '黎明', '杨采妮', '张静初', '孙红雷']",剧情,2005-07-29(中国大陆),65,153
147,世界之战,6.5,1309044,0.9999999999999998,['史蒂文·斯皮尔伯格'],"['乔什·弗莱德曼', '大卫·凯普', '赫伯特·乔治·威尔斯']","['汤姆·克鲁斯', '达科塔·范宁', '米兰达·奥图', '贾斯汀·查特文', '蒂姆·罗宾斯']",科幻,2005-08-25(中国大陆),65,116
148,我的法兰西岁月,7.0,1464134,0.29523188937616174,['翟俊杰'],['赵葆华'],"['钟秋', '周朗', '卢奇', '夏雨', '黄海波']",剧情,2004-08-20(中国大陆),188798,115
149,鲁迅,6.9,1459399,1.0,['丁荫楠'],['刘志钊'],"['濮存昕', '张瑜', '夏志卿', '汤杰', '赵胜胜']",传记,2005-09-09(中国大陆),188798,121
150,神话,6.3,1307023,0.9999999883370642,['唐季礼'],"['唐季礼', '王蕙玲', '李海蜀']","['成龙', '金喜善', '梁家辉', '玛丽卡·沙拉瓦特', '孙周']",剧情,2005-09-23(中国大陆/香港),30543,122
151,黑社会,7.9,1309220,0.9999999999999443,['杜琪峰'],"['游乃海', '叶天成']","['任达华', '梁家辉', '古天乐', '林雪', '张家辉']",剧情,2005-10-20(香港),30543,100
152,佐罗传奇,6.9,1309042,1.0,['马丁·坎贝尔'],"['罗伯托·奥奇', '艾里克斯·库兹曼']","['安东尼奥·班德拉斯', '凯瑟琳·泽塔-琼斯', '卢夫斯·塞维尔', '小佩德罗·阿门达里斯']",动作,2005-10-28(中国大陆),79531,129
153,茶马古道：德拉姆,8.1,1291830,1.0,['田壮壮'],[],[],纪录片,2005-11-06,79531,110
154,如果·爱,7.6,1418070,0.9999999353740241,"['陈可辛', '赵良骏']","['杜国威', '林爱华', '阮世生', '方晴']","['金城武', '周迅', '张学友', '池珍熙', '曾志伟']",剧情,2005-12-01(中国大陆),3123,108
155,人民公敌2,6.4,1419960,0.7525081837227747,['康佑硕 (Woo-Suk Kang)'],"['郑俊浩 Jun-ho Jeong', '薛景求 Kyung-gu Sol', '李成宰 Sung-jae Lee']",[],剧情,2005-01-27,3123,148
156,随风而去,8.1,1765937,0.9999999952675267,['宁敬武'],['郎云'],"['赵文瑄', '孔林', '侯方']",剧情,2005,1282,102
157,银色头发的阿基德,6.5,1448722,0.9999999436446959,['杉山庆一 '],"['椎名奈菜', '柿本直子', '饭田马之介']","['胜地凉', '古手川祐子', '宫崎葵', '大杉涟', '远藤宪一']",剧情,2006-01-07(日本),1282,95
158,我和姐姐,5.6,1966919,0.9996206598221342,['游飞'],"['游飞', '晓曦']","['张梦露', '易含', '刘洋']",剧情,2006-01-25,648865,82
159,野蛮秘笈,4.7,1758336,0.9999998941405591,['王晶'],['王晶'],"['张柏芝', '古巨基', '元秋', '元华', '黄一飞']",喜剧,2006-02-09(香港),648865,90
160,双层公寓,6.7,1307046,0.9999999555396168,['丹尼·德维托'],['Larry Doyle'],"['本·斯蒂勒', '德鲁·巴里摩尔', 'Eileen Essell', '哈维·费斯特恩', '贾斯汀·塞洛克斯']",喜剧,2006-02-01(中国大陆),613,89
162,纳尼亚传奇1：狮子、女巫和魔衣橱,7.2,1309052,0.9999999996491542,['安德鲁·亚当森'],"['安·皮科克', '安德鲁·亚当森', '克里斯托弗·马库斯', '斯蒂芬·麦克菲利', 'C·S·刘易斯']","['乔芝·韩莉', '斯堪德·凯恩斯', '威廉·莫斯里', '安娜·帕波维尔', '蒂尔达·斯文顿']",剧情,2005-12-09(美国),24284,143
163,爱了再爱,8.5,4798707,0.9999999999999996,['迈克尔·哈内克'],['迈克尔·哈内克'],"['让-路易·特兰蒂尼昂', '埃玛妞·丽娃', '伊莎贝尔·于佩尔', '威廉姆·西梅尔']",剧情,2012-05-20(戛纳电影节),24284,127
164,警花燕子,5.7,1782223,0.9891585067297356,['张菁'],['王磊'],"['汤唯', '田雨', '李佳璇']",剧情,2006-03-29(中国大陆),75650,91
