,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like,boxing,difference,average
464,老雷斯的故事,6.8,3893805,0.999999996439066,"['克里斯·雷纳德', '凯尔·巴尔达']","['肯·道里欧', '辛科·保罗', '苏斯博士']","['扎克·埃夫隆', '泰勒·斯威夫特', '丹尼·德维托', '艾德·赫尔姆斯', '贝蒂·怀特']",动画,2280,86,2012,07,27,869.0,7981.0,3426.0,33177.0,6.0,0.0,0.0,0.0,1397.9万,929,553
465,考拉大冒险,5.4,7057975,0.4571088275644334,['李景浩'],"['斯科特·克莱文杰', '克里斯·登克', '蒂莫西·韦恩·彼得内尔']","['查理·比尤利', '利尔·托娃·布林克夫', '艾伦·卡明', '蒂姆·克里', '克里斯·埃杰利']",动画,2972,85,2014,05,01,127.0,3384.0,4914.0,12493.0,-95.0,-1961.0,-2798.0,-7006.0,2891.0万,1712,408
466,胡桃夹子：魔境冒险,6.3,3012819,1.0,['安德烈·康查洛夫斯基'],"['安德烈·康查洛夫斯基', 'Chris Solimine']","['艾丽·范宁', '内森·连恩', '约翰·特托罗', '查理·罗', '弗朗西斯·德·拉·图瓦']",动作,8891,110,2012,01,17,16.0,558.0,6081.0,2415.0,-10.0,-152.0,-5272.0,-746.0,2775.4万,139,36
467,自古英雄出少年之岳飞,4.2,6974003,0.9999999999984536,['朱赵伟'],['娄晓鹏'],"['张真', '任鹏亮', '龚若兰', '杨迪', '韩佳']",喜剧,1568,90,2012,01,23,95.0,3085.0,2406.0,4814.0,-58.0,-1767.0,-1397.0,-1719.0,58.5万,317,16
468,致命伴旅,6.6,4190211,0.9999999993496692,['弗洛里安·亨克尔·冯·多纳斯马尔克'],"['朱利安·费罗斯', '克里斯托弗·麦奎里', '弗洛里安·亨克尔·冯·多纳斯马尔克', '热罗姆·萨尔']","['约翰尼·德普', '安吉丽娜·朱莉', '卢夫斯·塞维尔', '保罗·贝坦尼', '提摩西·道尔顿']",剧情,53227,105,2011,02,13,26.0,161.0,371.0,132.0,-2.0,-7.0,3.0,9.0,13595.0万,-294,2371
471,致我们终将逝去的青春,6.6,6973376,1.0,['赵薇'],"['李樯', '辛夷坞']","['杨子姗', '赵又廷', '韩庚', '江疏影', '刘雅瑟']",剧情,9283,132,2013,04,26,805.0,24577.0,14589.0,443155.0,-556.0,-16603.0,-9701.0,-359016.0,71918.2万,97590,12542
472,花漾,5.7,7051294,4.451398554938813e-05,['周美玲'],['周美玲'],"['陈意涵', '陈妍希', '言承旭', '郑元畅', '任达华']",剧情,46346,96,2013,09,06,176.0,5993.0,5722.0,12820.0,-51.0,0.0,0.0,0.0,217.6万,3885,3219
473,英雄之战,3.1,25723081,0.9999996624943704,['虞军豪'],"['虞军豪', '冯华']","['陆毅', '何润东', '魏伊', '张志康', '侯勇']",动作,35845,90,2014,03,21,29.0,4545.0,1258.0,6398.0,-26.0,-4522.0,-1230.0,-6367.0,7458.1万,3130,360
474,英雄喋血,6.0,6792683,0.9999999999999948,['赵崇基'],"['王梅', '赵崇基']","['谢君豪', '赵炳锐', '江若琳', '廖启智', '温碧霞']",剧情,3528,108,2011,09,16,291.0,1992.0,2170.0,19052.0,-104.0,0.0,0.0,0.0,105.2万,1656,97
475,荒岛情未了,3.7,5951224,0.00033022031467355717,['喻瀚湫'],"['喻瀚湫', '田晓威']","['陈龙', '曹曦文', '蒋小涵', '戴凌鹏', '任珈锐']",悬疑,46842,99,2012,04,13,811.0,85287.0,99540.0,464213.0,-131.0,0.0,0.0,0.0,371.6万,7,210
476,菊花台,3.1,20256501,0.9999441242388296,"['范秀明', '刘海波']","['李斌', '黄乾生']","['夏一瑶', '黄海', '苏濛濛', '宋来运']",爱情,27052,90,2014,02,14,850.0,10608.0,20648.0,66804.0,-5.0,0.0,0.0,0.0,31.5万,1958,1783
477,萧红,6.3,6781971,1.0,['霍建起'],"['思芜', '乙福海']","['宋佳', '黄觉', '王仁君', '张博', '李依玲']",剧情,12975,120,2013,03,08,62.0,1960.0,13678.0,5855.0,-35.0,-325.0,-10445.0,-1224.0,202.5万,5728,1266
478,萨米大冒险,6.8,3074533,0.9999999482103381,['本·斯塔森'],['多米尼克·帕里斯'],"['蒂姆·克里', '詹尼·麦卡锡', '安东尼·安德森', '梅兰尼·格里菲斯', '小艾德·博格里']",动画,3381,85,2012,09,30,108.0,774.0,2231.0,1422.0,0.0,0.0,0.0,0.0,1251.0万,237,22
479,萨米大冒险2,6.6,10540210,1.0,['本·斯塔森'],['多米尼克·帕里斯'],"['帕特·卡洛尔', '卡洛斯·麦卡勒斯二世', '辛达·亚当斯', '迪诺·安德拉德', '克里斯·安德鲁·齐佑拉']",动画,2848,92,2013,06,28,816.0,6127.0,1572.0,156533.0,-5.0,15516.0,25054.0,-69472.0,1251.0万,89,139
482,蓝色骨头,6.7,4842877,1.0,['崔健'],['崔健'],"['赵有亮', '倪虹洁', '尹昉', '黄轩', '黄幻']",剧情,4993,100,2014,10,17,2.0,0.0,0.0,1.0,2.0,46.0,27.0,51.0,420.2万,13110,630
483,蓝调海之恋,4.4,10740290,0.9998006218081232,['郑真'],"['郑真', '王凌涵']","['韩栋', '王晓', '张如意', '刘恩佑', '李芯逸']",爱情,108,97,2012,06,15,42.0,465.0,3653.0,2110.0,-20.0,-88.0,-242.0,-53.0,45.5万,1510,138
484,虎胆龙威5,6.2,4312428,0.15316948871609035,['约翰·摩尔'],['斯基普·伍兹'],"['布鲁斯·威利斯', '杰·科特尼', '塞巴斯蒂安·科赫', '玛丽·伊丽莎白·温斯特德', '俞莉亚·斯尼吉尔']",动作,41,98,2013,03,14,377.0,7439.0,4336.0,182925.0,-290.0,-2678.0,-3251.0,-136439.0,20125.8万,99760,4977
485,蚀之怀朴抱素,7.0,26291399,1.0,['郑大圣'],['茅盾'],"['纪宁', '啜妮']",剧情,54,93,2015,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7万,-4,5
486,蝙蝠别墅,2.5,11445635,0.9976987447176218,['黄明升'],['李亮文'],"['武艺', '邓紫衣', '段黄巍', '贺贤威', '罗家英']",悬疑,30073,90,2013,09,30,13.0,821.0,760.0,2487.0,-4.0,261.0,384.0,569.0,256.0万,3,405
487,被偷走的那五年,5.8,20513059,0.9999999999999633,['黄真真'],"['黄真真', '侯颖桁', '郑善瑜', '杜光庭']","['白百何', '张孝全', '范玮琪', '安心亚', '伍思凯']",爱情,15967,111,2013,08,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14935.0万,7967,2215
488,被解救的姜戈,8.5,6307447,1.0,['昆汀·塔伦蒂诺'],['昆汀·塔伦蒂诺'],"['杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·沃尔兹', '塞缪尔·杰克逊', '凯丽·华盛顿']",剧情,10862,163,2013,05,12,240684.0,3679.0,3798.0,22419.0,0.0,-184.0,-126.0,-1672.0,1788.8万,15113,3483
489,西藏往事,6.5,4116937,0.9999999989008336,['戴玮'],"['扎西达娃', '青牧']","['何润东', '宋佳', 'Joshua Hannum', '包小柏', '三木科']",剧情,4465,96,2011,04,08,49.0,5508.0,5329.0,7034.0,-6.0,-713.0,-44.0,-769.0,14.4万,2796,188
490,警察故事2013,5.7,20266753,1.0,['丁晟'],['丁晟'],"['成龙', '刘烨', '景甜', '殷桃', '那威']",剧情,105570,108,2013,12,24,106.0,2638.0,2488.0,9176.0,-61.0,-1688.0,-814.0,-6036.0,53438.8万,-2276,5477
491,让熊猫飞,2.5,20429112,0.7881844813540635,['赵半狄'],"['曹伟丽', '杜豫鹃', '许涛', '庄鹏', '赵半狄']","['艾泽乐', '贾舒词', '高铭莉', '张霖彤', '过杰']",喜剧,1129,89,2013,06,01,110.0,3557.0,42603.0,15910.0,-73.0,-1383.0,-39395.0,-14080.0,190.3万,688,460
492,诡八楼,2.6,25856457,0.9997307683916026,['张力'],['张力'],"['包小柏', '倪景阳', '常乐', '大庆', '林鹏']",悬疑,97,88,2014,09,19,824.0,58489.0,203838.0,431790.0,-2.0,-28853.0,-161637.0,-186967.0,728.8万,6231,2418
493,诡爱,4.9,11636413,0.9997573655124432,['梁婷'],"['梁婷', '于传松', '南牧原']","['辛芷蕾', '成毅', '于毅', '叶熙祺', '张哲瀚']",悬疑,12899,107,2012,10,30,39.0,1661.0,4933.0,5090.0,-32.0,-1643.0,-4811.0,-5015.0,1203.4万,2504,294
494,诡魇,2.8,24718898,0.6395132551131164,['车悦'],['车悦'],"['李欣聪', '裘斯', '周凯文', '汪永贵', '车悦']",悬疑,55,90,2013,08,16,60.0,1928.0,39951.0,5878.0,-43.0,-1579.0,-38924.0,-2617.0,356.8万,68,178
495,请叫我英雄,7.0,25899379,1.0,['佐藤信介'],"['野木亚纪子', '花泽健吾']","['大泉洋', '有村架纯', '长泽雅美', '吉泽悠', '冈田义德']",动作,197424,126,2015,10,13,85.0,2860.0,16077.0,10115.0,-27.0,6.0,-1439.0,94.0,200.6万,25,1090
496,诸神之怒,5.9,4824515,0.9999738012019194,['乔纳森·里贝斯曼'],"['Dan Mazeau', 'David Leslie Johnson', 'Greg Berlanti', '斯蒂文·奈特']","['萨姆·沃辛顿', '拉尔夫·费因斯', '连姆·尼森', '丹尼·赫斯顿', '埃德加·拉米雷兹']",动作,578,99,2012,03,30,84.0,488.0,717.0,1293.0,-49.0,-59.0,-198.0,-87.0,16029.8万,1238,260
497,谁动了我的梦想,3.7,21340764,0.8780120007947647,"['王伟', '毕国书']",['仧縯'],"['立威廉', '张蓝心', '胡兵', '贺彬', '苑琼丹']",剧情,3081,90,2014,12,11,115.0,5024.0,6053.0,76108.0,-91.0,-4038.0,-5721.0,-49258.0,319.2万,874,370
498,谍·莲花,3.1,26087446,0.9939779897651604,['朱青阳'],"['梁振华', '贾长安']","['鲁诺', '潘阳', '高丽雯', '陈佩斯', '朱时茂']",剧情,9980,90,2015,01,16,5.0,69.0,122.0,164.0,-1.0,-1.0,-14.0,0.0,2071.1万,6487,443
499,财神客栈,5.3,4707596,0.5164086306530099,['王晶'],['王晶'],"['谢霆锋', '张家辉', '黄奕', '蔡卓妍', '刘洋']",喜剧,28677,97,2011,06,28,802.0,14755.0,24388.0,32352.0,-455.0,-14383.0,-23996.0,-31581.0,10244.5万,3030,1336
500,赛尔号之寻找凤凰神兽,3.2,6078953,0.9999961650946948,['刘虹'],['黄伟建'],"['张杰', '武艺', '曾轶可', '何炅', '李炜']",动画,232,90,2011,07,28,198.0,2397.0,8860.0,2669.0,-135.0,2720.0,2497.0,-1262.0,4404.0万,307,145
501,赛尔号大电影3之战神联盟,4.5,23249761,0.02937800074040542,"['王章俊', '殷玉麒']","['王章俊', '邓磊']","['杨欧', '张安琪', '樊俊航', '苏鑫', '贾志超']",动画,18420,103,2013,07,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7645.6万,1858,185
502,赛车传奇,4.3,6396689,0.7275280493298453,"['罗义民', '韩之夏']","['韩延', '韩冰', '田雨生', '史晨赟', '圣堂工作室', '冯馨瑶']","['窦骁', '信', '王柏杰', '曾志伟', '张钧甯']",剧情,126,95,2011,12,02,805.0,21519.0,95808.0,70889.0,-314.0,16109.0,78363.0,-8227.0,161.9万,-171,1036
503,赛车总动员2,7.6,3036478,0.9996880185656348,"['约翰·拉塞特', '布拉德·刘易斯']","['约翰·拉塞特', '布拉德·刘易斯', '丹·福格尔曼', '本·奎因']","['欧文·威尔逊', '王牌接线员拉里', '迈克尔·凯恩', '艾米莉·莫迪默', '艾迪·伊扎德']",喜剧,65,106,2011,08,24,525.0,14153.0,40444.0,12255.0,-346.0,-3207.0,-4972.0,-3062.0,7502.2万,4524,1291
504,赞鸟历险记,6.6,3927791,0.9999958022007432,['韦恩·索恩利'],"['卡蜜拉·布勃纳-卡斯特丽兹', '安德鲁·库克', '拉菲艾拉·德尔·多恩', '汤姆·肯尼', '基尔·默里', '布伦特·帕尔默', '尼克·拉比诺维茨', '安东尼·希尔瓦斯顿', '韦恩·索恩利', '林赛·范·布雷克']","['伦纳德·尼莫伊', '杰里米·苏莱泽', '阿比盖尔·布蕾斯琳', '杰夫·高布伦', '塞缪尔·杰克逊']",喜剧,2972,83,2014,04,30,167.0,6284.0,9721.0,24937.0,-109.0,-5111.0,-9384.0,-22707.0,1150.5万,2052,21
505,赢家,6.6,5954347,0.9999218370996594,['肖央'],"['肖央', '赵鹏飞']","['王太利', '霍思燕', '肖央', '李悦然', '吴秀红']",剧情,339,31,2011,04,21,181.0,1279.0,4274.0,10861.0,-36.0,0.0,0.0,0.0,0.1万,1407,559
506,赤焰战场2,7.0,7916027,0.9999999999560332,['迪恩·帕里索特'],"['乔·霍贝尔', '埃里希·霍贝尔', '库里·哈米尔', '沃伦·埃利斯']","['布鲁斯·威利斯', '玛丽·露易斯·帕克', '凯瑟琳·泽塔-琼斯', '海伦·米伦', '安东尼·霍普金斯']",喜剧,12603,116,2013,11,15,109.0,53188.0,134530.0,315531.0,-56.0,-8302.0,-4716.0,-10849.0,5581.0万,-304,2426
507,赤警威龙,5.8,3256172,1.0,['沃尔特·希尔'],['亚历山卓·卡蒙'],"['西尔维斯特·史泰龙', '姜成镐', '莎拉·夏希', '阿德沃尔·阿吉纽依-艾格拜吉', '杰森·莫玛']",动作,49490,91,2013,07,09,808.0,5449.0,2306.0,9986.0,-245.0,344.0,235.0,1996.0,1280.2万,4581,116
508,超人：钢铁之躯,6.8,2049435,0.9999999999999452,['扎克·施奈德'],"['大卫·S·高耶', '克里斯托弗·诺兰', '乔·舒斯特', '杰里·西格尔']","['亨利·卡维尔', '艾米·亚当斯', '迈克尔·珊农', '凯文·科斯特纳', '戴安·琳恩']",动作,231,143,2013,06,20,71.0,5843.0,13982.0,3170.0,-59.0,-4781.0,-12480.0,-2980.0,39449.0万,9022,946
509,超凡蜘蛛侠,7.2,6082518,0.9999999999605091,['马克·韦布'],"['艾里克斯·库兹曼', '罗伯托·奥奇', '杰夫·皮克纳', '詹姆斯·范德比尔特', '斯坦·李', '史蒂夫·迪特寇']","['安德鲁·加菲尔德', '艾玛·斯通', '杰米·福克斯', '戴恩·德哈恩', '坎贝尔·斯科特']",动作,821,142,2014,05,04,132.0,236.0,1456.0,2040.0,-78.0,-42.0,-567.0,214.0,31456.7万,30759,9413
510,超级保镖,5.2,26673947,0.9999975844482438,['岳松'],['岳松'],"['岳松', '释彦能', '李宇菲', '邹兆龙', '陈惠敏']",剧情,7654,90,2016,07,15,112.0,1658.0,4589.0,5139.0,-90.0,831.0,-536.0,-4445.0,551.8万,12838,1152
511,超级经纪人,4.8,20254219,0.9988278300282686,['冯志强'],"['冯志强', '陈庆嘉']","['蔡卓妍', '杜汶泽', '高云翔', '王祖蓝', '钟欣潼']",喜剧,15396,99,2013,09,06,138.0,998.0,1957.0,1581.0,-11.0,0.0,0.0,0.0,2883.0万,11220,2325
512,超能查派,7.2,6846893,1.0,['尼尔·布洛姆坎普'],"['尼尔·布洛姆坎普', '特丽·塔歇尔']","['休·杰克曼', '西格妮·韦弗', '沙尔托·科普雷', '戴夫·帕特尔', '忍者']",动作,40168,119,2015,05,08,197.0,870.0,1224.0,3031.0,-45.0,0.0,0.0,0.0,10368.8万,29427,3126
513,超能游戏者,5.5,6428516,0.00046064759451480686,['保罗·萨纳耶夫'],"['保罗·萨纳耶夫', '亚历山大·丘巴良']","['亚力克萨·巴杜科夫', '谢尔盖·布鲁诺夫', '阿格尼娅·蒂科夫斯特']",动作,1187,90,2011,06,10,71.0,286.0,399.0,406.0,-36.0,-152.0,-168.0,-224.0,1395.5万,143,798
514,越来越好之村晚,4.3,20395646,0.9999999999999998,"['张一白', '谢东燊']",['徐正超'],"['郭富城', '王宝强', '吴君如', '徐静蕾', '佟大为']",喜剧,340919,105,2013,02,10,242.0,26245.0,17980.0,98956.0,-129.0,1616.0,52905.0,-20456.0,3002.2万,30096,186
516,踏雪寻梅,7.0,25766532,0.9999978285696336,['余积廉'],"['余积廉', '蒋雪梅']","['余积廉', '蒋雪梅']",动作,40168,94,2015,05,01,94.0,4167.0,3556.0,3664.0,-14.0,-1238.0,63.0,-730.0,3.6万,58,1180
517,转山,8.0,5318669,1.0,['杜家毅'],"['张家鲁', '程孝泽']","['张书豪', '李晓川', '李桃', '钮承泽']",剧情,97172,90,2011,11,03,223479.0,29145.0,90302.0,196574.0,912.0,0.0,0.0,2.0,439.0万,8172,377
518,辛亥革命,6.2,4896305,1.0,"['张黎', '成龙']",['王兴东'],"['赵文瑄', '成龙', '李冰冰', '胡歌', '孙淳']",剧情,20943,121,2011,09,23,939.0,85595.0,2021.0,9761.0,1.0,0.0,0.0,0.0,5011.2万,6525,3891
519,辛巴达历险记2,3.7,25844367,0.9998702914078808,"['顾培欣', 'Benpineko']","['顾培欣', 'Benpineko']","['杨鸥', '黄莺', '杨梦露', '谢添天', '夏磊']",喜剧,128284,88,2014,05,30,852.0,49988.0,355793.0,250300.0,-94.0,-37575.0,-275106.0,-184549.0,4022.1万,210,66
520,辛巴达历险记2013,4.9,24325581,0.991864119104014,"['程炳峰', '顾培欣', 'Benpineko']","['顾培欣', '平泳佳', 'Benpineko']","['杨鸥', '黄莺', '杨梦露', '夏磊', '沈达威']",动画,1129,90,2013,05,31,869.0,1315.0,477.0,1741.0,-1.0,0.0,0.0,0.0,4022.1万,219,42
521,边境风云,7.7,11501396,1.0,['程耳'],['程耳'],"['孙红雷', '王珞丹', '张默', '杨坤', '倪大红']",剧情,4553,100,2012,08,17,897.0,7483.0,3490.0,18559.0,0.0,0.0,0.0,0.0,2923.6万,761,738
523,过界男女,5.6,19944289,1.0,['刘韵文'],['刘韵文'],"['刘嘉玲', '陈坤', '田沅', '车婉婉', '郑丹瑞']",剧情,284,94,2014,02,14,176.0,5075.0,13063.0,9208.0,-114.0,-1318.0,-2972.0,493.0,1423.8万,12742,647
524,近距离击杀,5.9,19997896,0.9998438634152296,['孙铁'],"['孙小杭', '章笛沙']","['董勇', '巫刚', '张煊赫', '李思博', '刘奕']",剧情,4579,90,2014,05,09,862.0,16179.0,6405.0,19653.0,2.0,0.0,0.0,0.0,39.1万,109,345
525,迷城,5.5,25837175,1.0,['林岭东'],"['林岭东', '吕冠南', '谭广源', '沈诗棋']","['古天乐', '余文乐', '佟丽娅', '张孝全', '谢天华']",动作,37,105,2015,07,30,6.0,81.0,398.0,29.0,-1.0,-75.0,-358.0,-28.0,4000.7万,1067,1019
526,迷途追凶,5.8,4310059,0.9999999999777422,['罗永昌'],['冯志强'],"['黄秋生', '任贤齐', '文咏珊', '张可颐', '卢巧音']",惊悚,1762,94,2011,07,12,807.0,2451.0,3641.0,7916.0,-64.0,0.0,0.0,0.0,807.4万,147,248
527,追爱大布局,6.0,23163938,0.9999999999797896,['赖俊羽'],"['李佳颖', '苏照彬']","['陈柏霖', '陈意涵', '郭书瑶', '姜康哲', '安唯绫']",喜剧,33318,101,2014,04,15,15.0,306.0,348.0,407.0,-7.0,-160.0,-167.0,-131.0,566.3万,7690,440
528,逃出生天,6.7,10763157,0.9999999995908972,"['彭发', '彭顺']","['司徒锦源', '邓力奇', '吴孟璋']","['古天乐', '刘青云', '陈思诚', '李心洁', '李馨巧']",剧情,513864,107,2013,09,30,29.0,290.0,801.0,420.0,-22.0,-180.0,-686.0,-207.0,13307.8万,986,593
529,逆世界,6.2,3566266,1.0,['胡安·索拉纳斯'],"['胡安·索拉纳斯', '圣地亚哥·阿米戈雷纳', '皮埃尔·马尼']","['吉姆·斯特吉斯', '克斯汀·邓斯特', '蒂莫西·斯波', '布鲁·曼库马', '尼古拉斯·罗斯']",剧情,545,109,2013,03,07,877.0,6441.0,3822.0,70547.0,-8.0,0.0,0.0,0.0,7381.4万,25562,475
530,逆光飞翔,8.2,10733376,1.0,['张荣吉'],['李念修'],"['张榕容', '黄裕翔', '李烈', '许芳宜', '柯淑勤']",剧情,43457,107,2013,06,08,17.0,6385.0,9710.0,62571.0,-13.0,-5843.0,-9182.0,-61013.0,888.6万,18176,1596
531,通道转兵,2.9,6519563,0.9437215091376424,"['周琦', '马德林']","['谭仲池', '杨少波', '吴言', '吴能夫']","['刘劲', '王晖', '吴卫东']",历史,619,90,2011,08,30,177.0,4470.0,29200.0,1218.0,-108.0,-198.0,-1399.0,-409.0,1614.5万,195,187
532,速度与激情6,7.7,6537500,6.183786815938673e-11,['林诣彬'],"['克里斯·摩根', '盖瑞·斯科特·汤普森']","['范·迪塞尔', '保罗·沃克', '道恩·强森', '乔丹娜·布鲁斯特', '米歇尔·罗德里格兹']",动作,13683,130,2013,07,26,494.0,27133.0,26851.0,116686.0,-332.0,-23435.0,-13566.0,-91702.0,41331.0万,70445,37450
533,速度与激情7,8.3,23761370,0.9918262741025442,['温子仁'],"['克里斯·摩根', '盖瑞·斯科特·汤普森']","['范·迪塞尔', '保罗·沃克', '杰森·斯坦森', '米歇尔·罗德里格兹', '乔丹娜·布鲁斯特']",动作,114,137,2015,04,12,30.0,1323.0,3412.0,2613.0,-14.0,-136.0,0.0,-73.0,242658.6万,657420,53579
534,遗落战境,6.9,3895511,0.9999999321535404,['约瑟夫·科辛斯基'],"['约瑟夫·科辛斯基', '卡尔·盖杜谢克', '迈克尔·阿恩特']","['汤姆·克鲁斯', '摩根·弗里曼', '欧嘉·柯瑞兰寇', '尼古拉·科斯特-瓦尔道', '佐伊·贝尔']",动作,63681,124,2013,05,10,914.0,30686.0,488069.0,269980.0,0.0,0.0,0.0,-1.0,14850.0万,34438,2864
535,那是说着玩的,7.4,10831905,0.9999097728949604,['王魏冬至'],['王魏冬至'],"['郭达', '孙雁斌', '刘小宝']",剧情,929,90,2012,06,23,2.0,28.0,37.0,37.0,0.0,0.0,0.0,0.0,19.0万,69,7
536,郎在对门唱山歌,6.8,6126445,1.0,['章明'],['章明'],"['杰珂', '吕星辰', '冯国庆', '孙凯', '贾秀兰']",剧情,308,103,2011,11,18,302.0,1870.0,3291.0,3109.0,-149.0,-720.0,-1700.0,-527.0,5.1万,645,461
538,郭明义,4.7,6013758,0.004712035737758914,"['陈国星', '王竞']",['高满堂'],"['侯勇', '姜宏波', '李沁', '冯远征']",剧情,462,90,2011,07,15,372.0,10167.0,27955.0,4439.0,-214.0,-9320.0,-25080.0,-2286.0,1920.6万,113,1147
540,醉后一夜,5.5,6722888,0.9138555779745552,"['曾国祥', '尹志文']","['张优优', '谷峪']","['余文乐', '张静初', '周俊伟', '林宥嘉', '朱雨辰']",喜剧,51972,96,2012,06,01,6.0,1627.0,1336.0,1337.0,-2.0,0.0,0.0,0.0,992.0万,6285,1315
541,重来,8.5,6874403,1.0,['约翰·卡尼'],['约翰·卡尼'],"['凯拉·奈特莉', '马克·鲁弗洛', '亚当·莱文', '詹姆斯·柯登', '海莉·斯坦菲尔德']",喜剧,28677,104,2015,06,26,78.0,164.0,275.0,2382.0,-60.0,21.0,-38.0,184.0,16.9万,1,614
542,重返20岁,7.2,25870084,1.0,['陈正道'],"['林小革', '任鹏', '申东益', '洪允贞', '董熹璇', '黄东赫']","['杨子姗', '归亚蕾', '陈柏霖', '鹿晗', '王德顺']",喜剧,14407,131,2015,01,08,813.0,11729.0,567.0,6550.0,-563.0,0.0,0.0,0.0,36612.4万,120584,14320
543,金刚狼2,6.2,3718424,0.9999999999829996,['詹姆斯·曼高德'],"['马克·鲍姆贝克', '斯科特·弗兰克']","['休·杰克曼', '冈本多绪', '福岛莉拉', '真田广之', '斯维特拉纳·库德钦科娃']",动作,63274,126,2013,10,17,861.0,23151.0,20734.0,57921.0,-2.0,0.0,0.0,0.0,24970.8万,81815,9152
544,金箍棒传奇,4.7,20411172,0.2697402733459143,['哈磊'],"['王冰', '马华', '何巍']","['韩雪', '吴天昊', '于立', '榕榕', '童自荣']",喜剧,12497,88,2012,12,29,235.0,1258.0,7509.0,4875.0,-174.0,291.0,-3773.0,-3896.0,1097.4万,993,142
545,钟馗伏魔：雪妖魔灵,4.2,25713420,0.932745230597746,"['鲍德熹', '赵天宇']","['赵天宇', '秦溱', '沈诗棋', '李洁', '金镭', '张唤唤']","['陈坤', '李冰冰', '赵文瑄', '杨子姗', '包贝尔']",动作,2676,118,2015,02,19,90.0,2743.0,7507.0,16864.0,-8.0,-168.0,-637.0,-5655.0,40923.2万,257,91
546,钢琴木马,5.2,5413785,0.9999999999932528,"['吕祖松', '崔斯韦']",['崔斯韦'],"['张默', '林逸欣', '连凯', '尤秋兴', '颜志琳']",剧情,223543,93,2013,05,10,222.0,433.0,928.0,1676.0,-192.0,-242.0,-649.0,72.0,90.7万,1551,314
547,钢的琴,8.3,4876722,1.0,['张猛'],['张猛'],"['王千源', '秦海璐', '张申英', '刘谦', '罗二羊']",剧情,233,119,2011,07,15,680.0,5605.0,7328.0,8736.0,-329.0,-424.0,-638.0,-195.0,662.2万,12968,823
548,钢铁侠,7.5,3231742,0.9999955443630056,['沙恩·布莱克'],"['沙恩·布莱克', '德鲁·皮尔斯', '斯坦·李', '唐·赫克', '拉里·利伯', '杰克·科比']","['小罗伯特·唐尼', '盖·皮尔斯', '格温妮斯·帕特洛', '本·金斯利', '唐·钱德尔']",动作,57946,134,2013,05,01,11.0,85.0,231.0,230.0,0.0,0.0,0.0,0.0,7779.7万,25298,13209
549,钢铁侠3,7.5,3231742,0.99805823400824,['沙恩·布莱克'],"['沙恩·布莱克', '德鲁·皮尔斯', '斯坦·李', '唐·赫克', '拉里·利伯', '杰克·科比']","['小罗伯特·唐尼', '盖·皮尔斯', '格温妮斯·帕特洛', '本·金斯利', '唐·钱德尔']",动作,114687,134,2013,05,01,802.0,24563.0,19766.0,228406.0,-512.0,-17473.0,-15128.0,-201759.0,75486.7万,109507,29851
550,铁娘子：坚固柔情,7.6,3073158,0.9999999999999992,['菲利达·劳埃德'],['艾比·摩根'],"['梅丽尔·斯特里普', '吉姆·布劳德本特', '安东尼·海德', '理查德·E·格兰特', '亚历山德拉·罗奇']",剧情,7939,105,2013,03,08,812.0,13422.0,17661.0,430805.0,-48.0,0.0,0.0,0.0,560.8万,180,19
551,铁甲钢拳,8.1,1972729,1.0,['肖恩·利维'],"['丹·吉尔罗伊', '约翰·盖汀斯', '杰里米·莱文']","['休·杰克曼', '达科塔·高尤', '凯文·杜兰', '安东尼·麦凯', '伊万杰琳·莉莉']",剧情,8364,127,2011,11,08,129.0,7254.0,25787.0,12253.0,-87.0,-6323.0,-23559.0,-10538.0,13133.1万,44905,5283
552,铁线虫入侵,6.5,6839145,0.9999999898182532,['朴正祐'],['朴正祐'],"['金明民', '金烔完', '文晶熙', '李荷妮']",剧情,16331,109,2012,12,06,760.0,6429.0,56631.0,119659.0,-1.0,0.0,0.0,0.0,743.7万,7492,1695
553,门巴将军,5.9,24860303,0.9999999994623954,['马会雷'],"['卫晋', '秦飞']","['刘之冰', '王静', '许媛媛', '洛桑群培', '黑雯丽']",剧情,815,100,2013,10,01,7.0,20.0,111.0,5.0,-2.0,-20.0,-67.0,-5.0,37.8万,376,195
554,闯堂兔,3.8,6843093,0.20671176964564292,['曾宪林'],['曾宪林'],"['闯堂兔', '闯堂小兔', '萝卜']",喜剧,143065,90,2011,10,01,148.0,4600.0,11454.0,3826.0,-108.0,-3951.0,-10332.0,-3400.0,102.3万,751,200
555,闺蜜,5.4,25777330,1.0,['黄真真'],"['黄真真', '侯颖桁', '郑善瑜', '李敏']","['陈意涵', '薛凯琪', '杨子姗', '余文乐', '钟汉良']",喜剧,79,118,2014,07,30,962.0,9004.0,25853.0,24827.0,2.0,0.0,0.0,0.0,20493.3万,11811,3978
