,name,rating,id,sentiment,director,scriptwriter,starring,genre,total_people,running_time,year,month,day,a_number,a_comment,a_forward,a_like,b_number,b_comment,b_forward,b_like
547,无极限之危情速递,2.9,5337532,0.9999202090319184,['傅华阳'],['赵宇'],"['张翰', '郑爽', '释彦能', '吴靖萱']",喜剧,50216,94,2011,08,12,558.0,4256.0,5823.0,10373.0,-330.0,-3453.0,-3546.0,-6548.0
548,女巫季节,5.5,3017651,0.9999416784468788,['多米尼克·塞纳'],['Bragi F. Schut'],"['尼古拉斯·凯奇', '朗·普尔曼', '斯蒂芬·坎贝尔·莫尔', '罗伯特·席安', '克里斯托弗·李']",动作,50216,95,2011,08,19,270.0,665.0,800.0,3003.0,-217.0,282.0,3175.0,-1416.0
549,赛车总动员2,7.6,3036478,0.9996880185656348,"['约翰·拉塞特', '布拉德·刘易斯']","['约翰·拉塞特', '布拉德·刘易斯', '丹·福格尔曼', '本·奎因']","['欧文·威尔逊', '王牌接线员拉里', '迈克尔·凯恩', '艾米莉·莫迪默', '艾迪·伊扎德']",喜剧,65,106,2011,08,24,525.0,14153.0,40444.0,12255.0,-346.0,-3207.0,-4972.0,-3062.0
550,我们的傻老哥,6.9,4900088,0.9999999999999902,['杰西·派瑞兹'],"['杰西·派瑞兹', 'Evgenia Peretz', 'David Schisgall']","['保罗·路德', '伊丽莎白·班克斯', '皮特·赫尔曼', '亚当·斯科特', '拉什达·琼斯']",剧情,65,90,2011,08,26,856.0,13408.0,19366.0,71157.0,0.0,0.0,0.0,0.0
551,通道转兵,2.9,6519563,0.9437215091376424,"['周琦', '马德林']","['谭仲池', '杨少波', '吴言', '吴能夫']","['刘劲', '王晖', '吴卫东']",历史,619,90,2011,08,30,177.0,4470.0,29200.0,1218.0,-108.0,-198.0,-1399.0,-409.0
552,幸福卡片,5.8,5319823,0.9999969187207044,['陈宝玲 '],"['陈宝玲 ', 'Philip Dalkin', 'Martin Edmond']","['盖·皮尔斯', '朱琳', '金燕玲', '林肯·刘易斯', '克劳迪娅·卡万']",剧情,619,96,2011,09,02,61.0,1145.0,2596.0,1452.0,-20.0,-20.0,-477.0,101.0
553,全球热恋,5.6,5290729,0.9999999982337452,"['陈国辉', '夏永康']","['陈国辉', '何敏文']","['刘若英', '郭富城', '陈奕迅', '桂纶镁', '杨颖']",喜剧,35,104,2011,09,08,89.0,733.0,1305.0,2251.0,-46.0,107.0,12.0,8.0
554,美国队长,7.9,6390823,1.0,"['安东尼·罗素', '乔·罗素']","['克里斯托弗·马库斯', '斯蒂芬·麦克菲利']","['克里斯·埃文斯', '斯嘉丽·约翰逊', '塞巴斯蒂安·斯坦', '安东尼·麦凯', '海莉·阿特维尔']",动作,35,136,2014,04,04,822.0,26323.0,17847.0,32594.0,-301.0,56.0,78.0,289.0
555,大武生,5.2,5355187,0.9999999999999728,['高晓松'],"['邹静之', '高晓松']","['吴尊', '韩庚', '徐熙媛', '元彪', '伊能静']",剧情,306,108,2011,09,09,133.0,2913.0,44951.0,926.0,-87.0,-1261.0,-39971.0,-497.0
556,狂暴飞车,5.7,4014405,0.999998918109646,['帕特里克·卢西尔'],"['Todd Farmer', '帕特里克·卢西尔']","['尼古拉斯·凯奇', '艾梅柏·希尔德', '凯蒂·米克松', '比利·伯克', '威廉·菲德内尔']",动作,306,104,2011,09,15,89.0,637.0,2002.0,3319.0,-14.0,0.0,0.0,0.0
557,英雄喋血,6.0,6792683,0.9999999999999948,['赵崇基'],"['王梅', '赵崇基']","['谢君豪', '赵炳锐', '江若琳', '廖启智', '温碧霞']",剧情,3528,108,2011,09,16,291.0,1992.0,2170.0,19052.0,-104.0,0.0,0.0,0.0
558,挪威的森林,5.9,3168086,0.9999999999963288,['陈英雄'],"['陈英雄', '村上春树']","['松山研一', '菊地凛子', '水原希子', '高良健吾', '玉山铁二']",剧情,3528,133,2011,09,16,228.0,1761.0,4910.0,7798.0,-97.0,-462.0,-3545.0,-2519.0
559,抵抗！抵抗！,4.3,6852390,0.9979029601170472,"['张玉中', '张丹丹']",['张丹丹'],"['宋运成', '王刚', '关新伟']",历史,20943,91,2011,09,18,839.0,436.0,342.0,908.0,-1.0,0.0,0.0,0.0
560,辛亥革命,6.2,4896305,1.0,"['张黎', '成龙']",['王兴东'],"['赵文瑄', '成龙', '李冰冰', '胡歌', '孙淳']",剧情,20943,121,2011,09,23,939.0,85595.0,2021.0,9761.0,1.0,0.0,0.0,0.0
561,正·青春,4.5,6796180,0.9995704790418848,['赵燕国彰'],"['赵燕国彰', '陈子光']","['赵燕国彰', '王子文', '张进', '王玉众', '王馨乐']",剧情,423,93,2011,09,23,71.0,7950.0,40132.0,141.0,-50.0,-4037.0,-37560.0,-97.0
562,画壁,4.4,5194471,0.9999999999999803,['陈嘉上'],"['刘浩良', '陈嘉上', '谭广源', '王思敏']","['邓超', '孙俪', '闫妮', '郑爽', '柳岩']",剧情,423,122,2011,09,29,67.0,1891.0,4041.0,1559.0,-41.0,-1739.0,-3550.0,-1409.0
563,鸡妈鸭仔,7.0,6001034,1.0,['吴成允'],"['金恩正', '罗贤', '黄善美']","['崔岷植', '俞承豪', '文素丽', '朴哲民']",动画,52205,94,2011,09,30,43.0,1083.0,2234.0,703.0,-36.0,-1017.0,-2101.0,-686.0
564,夏日乐悠悠,6.2,6514105,0.9999999999982604,['马楚成'],"['马楚成', '王晋琦']","['彭于晏', '杨颖', '朱雨辰', '周扬', '何洁']",喜剧,52205,91,2011,09,30,105.0,4978.0,9688.0,891.0,-48.0,-4805.0,-9313.0,-783.0
565,闯堂兔,3.8,6843093,0.20671176964564295,['曾宪林'],['曾宪林'],"['闯堂兔', '闯堂小兔', '萝卜']",喜剧,143065,90,2011,10,01,148.0,4600.0,11454.0,3826.0,-108.0,-3951.0,-10332.0,-3400.0
566,完美的爱,3.4,5366661,0.9968405719736804,['王择谚'],['王择谚'],"['徐啸力', '杨杏', '李亮', '李雪梅', '王胜利']",剧情,143065,95,2011,10,04,605.0,54366.0,45643.0,80610.0,-318.0,-17352.0,-17414.0,-3894.0
567,竞雄女侠秋瑾,6.3,5924360,0.9999996485913892,['邱礼涛'],['李敏'],"['黄奕', '杜宇航', '黄秋生', '郑嘉颖', '陈嘉桓']",剧情,496,117,2011,10,13,19223.0,2227.0,5780.0,9727.0,18275.0,0.0,1.0,0.0
569,床下有人,2.8,6753096,0.04841879656572945,['牛朝阳'],"['牛朝阳', '牛朝杰']","['何可人', '郭晓然', '武文佳', '葛红霖']",悬疑,142913,100,2011,10,14,249.0,12786.0,6737.0,59305.0,-131.0,0.0,0.0,0.0
570,假如没有你,4.6,6855757,0.9885651422045012,['杨昆荣'],"['武志刚', '吕建华']","['张宁江', '郭碧婷', '张陆', '汤晶媚', '孟广美']",剧情,142913,96,2011,10,14,803.0,12486.0,23991.0,60027.0,-21.0,-3919.0,-8447.0,-19277.0
571,双重身份,4.3,3407821,0.0006408285410928193,['Dennis Dimster'],"['Zvia Dimbort', 'Dennis Dimster']","['方·基默', '伊莎贝拉·米珂', 'Hristo Shopov', '瓦伦丁·佩尔卡', '瓦伦丁·加内夫']",惊悚,62,93,2011,10,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,幸福额度,5.8,6225992,1.0,['陈正道'],"['王纪尧', '佐耳', '陈正道']","['林志玲', '廖凡', '陈坤', '杨祐宁', '张小燕']",喜剧,2301,94,2011,10,20,798.0,1500.0,2226.0,24256.0,-500.0,0.0,0.0,0.0
573,与时尚同居,5.6,6101834,0.9999999999999984,['尹丽川 '],['尹丽川 '],"['周渝民', '徐若瑄', '乔任梁', '谭咏麟', '春晓']",喜剧,2301,90,2011,10,21,897.0,7604.0,7936.0,18909.0,-2.0,-4565.0,-3342.0,-7532.0
575,先遣连,5.7,6855101,1.0,['胡雪杨'],['思芜'],"['陆剑民', '周浩东']",剧情,105,90,2011,10,28,804.0,19147.0,36982.0,80285.0,-264.0,-10504.0,-11026.0,-45936.0
576,不明身份,7.0,3614963,0.9999999852430116,['佐米·希尔拉'],"['Oliver Butcher', 'Stephen Cornwell']","['连姆·尼森', '黛安·克鲁格', '詹纽瑞·琼斯', '弗兰克·兰格拉', '艾丹·奎因']",剧情,105,113,2011,11,01,807.0,11820.0,5665.0,91180.0,-572.0,182.0,1600.0,-49537.0
578,星空,7.1,5993185,1.0,['林书宇'],"['几米', '林书宇']","['徐娇', '林晖闵', '刘若英', '庾澄庆', '桂纶镁']",剧情,209625,98,2011,11,03,87.0,855.0,1258.0,1825.0,-54.0,-135.0,-211.0,-53.0
579,转山,8.0,5318669,1.0,['杜家毅'],"['张家鲁', '程孝泽']","['张书豪', '李晓川', '李桃', '钮承泽']",剧情,97172,90,2011,11,03,223479.0,29145.0,90302.0,196574.0,912.0,0.0,0.0,2.0
580,Hello！树先生,7.2,4135710,1.0,['韩杰'],['韩杰'],"['王宝强', '谭卓', '何洁', '白培将', '王大治']",剧情,97172,88,2011,11,04,411.0,6450.0,6587.0,25613.0,-210.0,-4892.0,-3999.0,-16763.0
581,北角,6.3,6514087,0.003865574281771145,['朱少宇'],['秋艳'],"['钟淑慧', '吴岱融', '林隽健', '曾幸']",剧情,8364,90,2011,11,04,885.0,616.0,990.0,2752.0,-1.0,0.0,0.0,0.0
582,铁甲钢拳,8.1,1972729,1.0,['肖恩·利维'],"['丹·吉尔罗伊', '约翰·盖汀斯', '杰里米·莱文']","['休·杰克曼', '达科塔·高尤', '凯文·杜兰', '安东尼·麦凯', '伊万杰琳·莉莉']",剧情,8364,127,2011,11,08,129.0,7254.0,25787.0,12253.0,-87.0,-6323.0,-23559.0,-10538.0
583,宅男电台,7.1,6894068,0.9999891217598249,['程亮 Liang Cheng'],['程亮 Liang Cheng'],"['诸冈高裕', '陈吰', '尹素清', '柴猫君']",剧情,147750,35,2011,11,11,5.0,43.0,90.0,53.0,-2.0,-24.0,-23.0,-12.0
584,光棍终结者,4.4,6815117,0.9999999531508612,"['赵非', '刘十六']",['张栋'],"['李艾', '段钧豪', '周韦彤', '周晓鸥', '罗家英']",喜剧,147750,100,2011,11,11,29.0,2611.0,9546.0,490.0,-16.0,-1864.0,-7541.0,55.0
585,郎在对门唱山歌,6.8,6126445,1.0,['章明'],['章明'],"['杰珂', '吕星辰', '冯国庆', '孙凯', '贾秀兰']",剧情,308,103,2011,11,18,302.0,1870.0,3291.0,3109.0,-149.0,-720.0,-1700.0,-527.0
586,午夜凶梦,3.4,6013868,0.010293983473741776,['叶伟英'],['王策'],"['钟欣潼', '吴建飞', '关智斌', '周显欣', '黄维德']",悬疑,100,90,2011,11,25,406.0,3862.0,6068.0,21776.0,-297.0,-1455.0,-1295.0,-9601.0
587,驱魔者,5.9,2028661,0.9999999999651796,['斯科特·查尔斯·斯图瓦特'],"['Cory Goodman', 'Min-Woo Hyung']","['保罗·贝坦尼', '凯姆·吉甘戴', '李美琪', '卡尔·厄本', '莉莉·柯林斯']",动作,100,87,2011,11,29,993.0,37980.0,25812.0,110776.0,2.0,0.0,0.0,0.0
588,鸿门宴传奇,6.3,5908477,1.0,['李仁港'],['李仁港'],"['黎明', '冯绍峰', '刘亦菲', '张涵予', '黄秋生']",剧情,392397,135,2011,11,29,289.0,3837.0,14966.0,11095.0,-199.0,-3169.0,-11732.0,-7164.0
589,开心魔法,4.2,6717575,0.9999999788170444,['叶伟信'],"['黄子桓', '陈大利']","['吴千语', '黄百鸣', '闫妮', '吴尊', '吴京']",喜剧,392397,99,2011,12,01,887.0,29861.0,24238.0,284154.0,-2.0,0.0,0.0,0.0
590,赛车传奇,4.3,6396689,0.7275280493298453,"['罗义民', '韩之夏']","['韩延', '韩冰', '田雨生', '史晨赟', '圣堂工作室', '冯馨瑶']","['窦骁', '信', '王柏杰', '曾志伟', '张钧甯']",剧情,126,95,2011,12,02,805.0,21519.0,95808.0,70889.0,-314.0,16109.0,78363.0,-8227.0
591,魔法奇幻秀,6.9,2282449,0.9999999999999998,['特瑞·吉列姆'],"['特瑞·吉列姆', 'Charles McKeown']","['希斯·莱杰', '克里斯托弗·普卢默', '莉莉·科尔', '安德鲁·加菲尔德', '约翰尼·德普']",悬疑,126,123,2011,12,02,130.0,9086.0,11061.0,11982.0,-92.0,-382.0,-1107.0,-431.0
592,深海之战,5.2,4861402,0.99999999973844,['金志勋'],['尹齐均'],"['河智苑', '安圣基', '吴智昊', '宋清晨', '车艺莲']",动作,1180,100,2011,12,06,341.0,1421.0,12918.0,7913.0,-157.0,0.0,0.0,0.0
594,不怕贼惦记,4.3,6110563,0.5597581774059603,['许传海'],['许传海'],"['吴刚', '岳秀清', '张馨予', '林栋甫', '应采儿']",剧情,209692,90,2011,12,09,313.0,10373.0,2982.0,32443.0,-27.0,0.0,0.0,0.0
595,龙门飞甲,6.7,4896304,0.9999999999999478,['徐克'],"['徐克', '何冀平', '朱雅欐']","['李连杰', '周迅', '陈坤', '李宇春', '桂纶镁']",动作,122603,120,2011,12,15,270.0,504.0,552.0,2213.0,-148.0,-128.0,209.0,-1001.0
596,亲密敌人,5.6,6062731,0.9996655635135808,['徐静蕾'],"['王芸', '赵梦', '刘力扬', '徐静蕾']","['徐静蕾', '黄立行', '梁咏琪', '钟丽缇', '赵宝刚']",剧情,308665,98,2011,12,23,271.0,750.0,4033.0,4837.0,-194.0,-235.0,-3134.0,80.0
598,梦宅诡影,6.2,3818565,0.9999999999999972,['吉姆·谢里丹'],['David Lucas'],"['丹尼尔·克雷格', '蕾切尔·薇兹', '娜奥米·沃茨', '马尔顿·索克斯', '泰勒·吉蕾']",剧情,41136,92,2011,12,29,53.0,267.0,298.0,953.0,-11.0,-8.0,-19.0,74.0
599,玩命狙击,3.2,7056769,0.999811818795594,"['郭桂成', '王卡劳']","['殷慧君', '周红']","['余文乐', '乌汶叻公主', '查克利·彦纳姆', '胡杰克', '吴丽嫦']",动作,41136,90,2011,12,30,351.0,710.0,459.0,3698.0,-137.0,0.0,0.0,0.0
600,深度谜案,6.7,1950192,1.0,['阿莱克斯·德·拉·伊格莱西亚'],"['阿莱克斯·德·拉·伊格莱西亚', '豪尔赫·格力加耶切瓦利亚']","['伊利亚·伍德', '约翰·赫特', '蕾欧诺·瓦特林', '朱莉·考科斯', '吉姆·卡特']",悬疑,137981,108,2011,12,31,295.0,1064.0,3778.0,2182.0,-212.0,-827.0,-2718.0,-1536.0
601,喜酒,3.1,5942150,2.606466636900784e-05,['伊卫军'],"['曾文丽', '伊卫军', '王洋']","['初晓', '宗晓军', '赵熠洋', '熊卫黎', '张超']",喜剧,137981,90,2012,01,05,11.0,201.0,239.0,54.0,-5.0,-44.0,-70.0,-18.0
602,绝录求生,4.9,7055675,0.99999999999082,['陆可'],['李鹰'],"['吴超', '孙骁潇', '吴楚', '冯波', '王思思']",悬疑,434,81,2012,01,06,341.0,1346.0,4908.0,2973.0,-178.0,0.0,0.0,0.0
603,开心大冒险,3.9,7065352,0.01676359818147355,['李作楠'],['李作楠'],"['关礼杰', '林威', '刘倩', '王传君', '张逸杰']",喜剧,945,85,2012,01,06,919.0,733.0,699.0,6603.0,-1.0,0.0,0.0,0.0
604,大魔术师,6.6,4913200,0.9999999999999992,['尔冬升'],"['秦天南', '尔冬升', '刘浩良']","['梁朝伟', '刘青云', '周迅', '闫妮', '吴刚']",剧情,945,128,2012,01,12,181.0,1811.0,1674.0,4658.0,-116.0,-1011.0,-1120.0,-3353.0
605,胡桃夹子：魔境冒险,6.3,3012819,1.0,['安德烈·康查洛夫斯基'],"['安德烈·康查洛夫斯基', 'Chris Solimine']","['艾丽·范宁', '内森·连恩', '约翰·特托罗', '查理·罗', '弗朗西斯·德·拉·图瓦']",动作,8891,110,2012,01,17,16.0,558.0,6081.0,2415.0,-10.0,-152.0,-5272.0,-746.0
606,亲家过年,5.7,6971017,0.7355721279935905,['叶伟民'],['田博'],"['文章', '张丰毅', '蔡明', '丛珊', '刘芸']",喜剧,8891,91,2012,01,18,50.0,1245.0,1088.0,3614.0,-22.0,-844.0,-237.0,-1149.0
607,八星抱喜,4.9,6873331,0.9999999967306336,"['陈庆嘉', '秦小珍']","['陈庆嘉', '钱小蕙', '何妙祺']","['黄百鸣', '古天乐', '甄子丹', '陈慧琳', '吴君如']",喜剧,687,117,2012,01,20,251.0,17122.0,15329.0,33950.0,-172.0,-512.0,-2437.0,-1790.0
608,饭局也疯狂,4.9,6788265,0.9999999999956104,['尚敬'],['俞白眉'],"['范伟', '黄渤', '刘桦', '代乐乐', '莫小棋']",剧情,687,100,2012,01,23,376.0,4876.0,107268.0,2730.0,-360.0,-1027.0,-1093.0,-1507.0
609,自古英雄出少年之岳飞,4.2,6974003,0.9999999999984536,['朱赵伟'],['娄晓鹏'],"['张真', '任鹏亮', '龚若兰', '杨迪', '韩佳']",喜剧,1568,90,2012,01,23,95.0,3085.0,2406.0,4814.0,-58.0,-1767.0,-1397.0,-1719.0
610,惊魂游戏,3.7,6536267,0.9995252999596962,['周耀武'],['周耀武'],"['胡兵', '莫小棋', '李玲玉', '王双宝', '朴努植']",悬疑,1568,90,2012,01,24,470243.0,1773161.0,377181.0,2264903.0,-8.0,0.0,1.0,7.0
611,变身男女,5.0,6714088,0.9999999999999781,['李旗'],"['李旗', '秦雯', '初征']","['林志颖', '姚笛', '午马', '徐德昕', '徐松子']",剧情,78182,118,2012,01,26,861.0,7431.0,18495.0,64523.0,0.0,0.0,0.0,0.0
612,虫样年华,5.9,10465119,0.9966060582842756,['李威'],['王运生'],"['高晓攀', '张杨果而', '尤宪超', '由力', '徐松子']",喜剧,78182,90,2012,01,29,325.0,4096.0,8585.0,17724.0,0.0,0.0,0.0,0.0
613,孙子从美国来,8.4,10467774,1.0,['曲江涛'],['曲江涛'],"['罗京民', '丁佳明', '刘天佐']",剧情,12192,89,2012,02,02,108.0,1486.0,10025.0,3898.0,-77.0,-1261.0,-9498.0,-3762.0
614,夺命金,7.2,3532614,1.0,['杜琪峰'],"['银河创作组', '欧健儿', '黄劲辉']","['刘青云', '何韵诗', '任贤齐', '胡杏儿', '卢海鹏']",剧情,12192,106,2012,02,03,56.0,364.0,1030.0,99.0,-49.0,-282.0,-889.0,-78.0
615,我愿意,5.8,6782006,0.0019192080130771003,['孙周'],['陈彤'],"['李冰冰', '孙红雷', '段奕宏', '薛佳凝', '张俪']",喜剧,1095,106,2012,02,10,16.0,178.0,719.0,437.0,-8.0,-60.0,-248.0,-6.0
616,夜店诡谈,3.3,6110569,6.920410137045696e-05,['方亚熙'],['方亚熙'],"['范逸臣', '邓家佳', '周秀娜', '黄义达', '戚玉武']",惊悚,1095,90,2012,02,10,127.0,3940.0,11025.0,4106.0,-100.0,-3029.0,-9882.0,-2433.0
617,爱,8.5,4798707,0.999999999999162,['迈克尔·哈内克'],['迈克尔·哈内克'],"['让-路易·特兰蒂尼昂', '埃玛妞·丽娃', '伊莎贝尔·于佩尔', '威廉姆·西梅尔']",剧情,99,127,2012,05,20,926.0,2081.0,2586.0,14284.0,2.0,740788.0,1000000.0,664534.0
618,特工维诺德,5.9,3600769,0.99999999996757,['斯里兰姆·拉格万'],"['阿里吉特·比斯沃斯', '斯里兰姆·拉格万']","['卡琳娜·卡普尔', '赛义夫·阿里·汗', '阿迪勒·侯赛因', '古山·格罗维', '拉贾特·卡普尔']",动作,99,157,2012,03,23,49.0,722.0,6624.0,506.0,-37.0,-584.0,-6044.0,-442.0
619,浮出水面的影子,4.8,6038023,0.4657290950402996,['贾东朔'],['贾东朔'],"['沈傲君', '张伟欣', '李佳', '姜武']",剧情,228,95,2012,02,17,585.0,1745.0,4754.0,6494.0,-250.0,0.0,0.0,0.0
621,乌龙戏凤2012,3.8,10432937,0.9999897768871152,['罗安得'],['罗安得'],"['陈怡蓉', '澎恰恰', '苑新雨', '九孔']",喜剧,701,99,2012,02,22,54.0,395.0,777.0,685.0,-25.0,-319.0,-447.0,-459.0
622,国王的演讲,8.3,4023638,0.14986561167947,['汤姆·霍珀'],['大卫·塞德勒'],"['科林·费尔斯', '杰弗里·拉什', '海伦娜·伯翰·卡特', '盖·皮尔斯', '迈克尔·刚本']",剧情,701,118,2012,02,24,254.0,768.0,902.0,11751.0,-95.0,192.0,672.0,637.0
623,双城计中计,6.6,6890469,0.6995518606697366,['潘安子'],['郭爽'],"['任贤齐', '腾格尔', '熊乃瑾', '刘承俊', '翁虹']",剧情,91,98,2012,02,24,307.0,44418.0,49853.0,159699.0,-39.0,0.0,0.0,0.0
624,战马,8.0,4206436,0.9999999999999998,['史蒂文·斯皮尔伯格'],"['李·哈尔', '理查德·柯蒂斯']","['杰瑞米·艾文', '彼得·穆兰', '艾米丽·沃森', '本尼迪克特·康伯巴奇', '汤姆·希德勒斯顿']",剧情,91,146,2012,02,28,882.0,15950.0,11879.0,99428.0,-86.0,0.0,0.0,0.0
625,红鹰侠,5.0,5044742,0.9999999999999988,['韦西·沙赞那庭'],['韦西·沙赞那庭'],"['阿南达·爱华灵咸', '雅琳达·邦恩纳克', '罗恩·斯穆安伯格', 'Wannasing Prasertkul', 'Pornwut Sarasin']",动作,61422,130,2012,03,02,245.0,4390.0,7091.0,7424.0,-39.0,0.0,0.0,0.0
626,变节：潜罪犯,6.1,6811422,0.9999999992881784,['邱礼涛'],"['叶天成', '欧冠英', '黎倩仪']","['谢天华', '吴镇宇', '黄宗泽', '杜汶泽', '惠英红']",动作,75421,84,2012,03,02,893.0,2608.0,4166.0,9058.0,2.0,0.0,0.0,0.0
627,非常小特工之时间大盗,5.6,4058963,0.9999999999980131,['罗伯特·罗德里格兹'],['罗伯特·罗德里格兹'],"['杰西卡·阿尔芭', '杰里米·皮文', '乔尔·麦克哈尔', '罗温·布兰查德', '曼森·库克']",喜剧,75421,89,2012,03,06,579.0,10265.0,8650.0,189614.0,-282.0,0.0,0.0,0.0
628,高举爱,6.1,6781967,0.9999999999735902,['邱礼涛'],['邱礼涛'],"['江若琳', '杜汶泽', '恬妞', '徐正溪', '张颂文']",剧情,42330,92,2012,03,08,834.0,196472.0,56734.0,105609.0,-75.0,-190069.0,-46451.0,-79378.0
629,女人如花,4.8,6876057,0.9999531951951248,['赵治平'],['纳撒尼尔·贝克'],"['黄圣依', '杨子', '李曼', '孙祖扬', '徐松子']",剧情,42330,86,2012,03,08,163.0,2305.0,8408.0,2086.0,-88.0,-793.0,-5926.0,-559.0
630,神通乡巴佬,3.8,10487240,0.8643614847533092,['皮建鑫'],"['马志全', '林蔓儒']","['王宝强', '曾志伟', '曹议文', '葛蕾']",剧情,45234,86,2012,03,08,310.0,3078.0,14107.0,3938.0,-230.0,-2814.0,-13464.0,-3135.0
631,索马里真相,3.9,6889755,0.9999993157650736,['吕建民'],[],[],纪录片,45234,80,2012,03,09,88.0,1741.0,4809.0,3981.0,-44.0,-1447.0,-3192.0,-2482.0
632,仰望星空,7.3,7062600,0.9999996338735404,['陈真'],"['钱学森', '蒋英', '钱永刚']",[],纪录片,97733,97,2012,03,13,903.0,3717.0,9827.0,50118.0,0.0,0.0,0.0,0.0
633,玩命追踪,6.1,3238087,0.9932604947922546,['艾略特·莱斯特'],"['内森·帕克', '肯·布鲁恩']","['杰森·斯坦森', '帕迪·康斯戴恩', '艾丹·吉伦', '扎威·阿什顿', '大卫·莫瑞瑟']",动作,97733,97,2012,03,16,805.0,3579.0,16224.0,7672.0,-357.0,-2126.0,-12418.0,-1723.0
634,兵临城下之决战要塞,7.6,5361544,0.9999999999999968,['亚历山大·科特'],"['Aleksey Dudarev', 'Ekaterina Tirdatova', 'Konstantin Vorobiov', 'Vladimir Yeryomin']","['安德烈·梅尔兹利金', '叶甫盖尼·齐加诺夫', '帕维尔·杰列维扬科', 'Anna Tsukanova', '阿列沙·嘉博索夫']",剧情,211,138,2012,03,16,904.0,1101.0,681.0,26170.0,0.0,0.0,0.0,0.0
635,我和你,7.1,6384752,1.0,['贝纳尔多·贝托鲁奇'],"['翁贝托·康塔罗', 'Niccolò Ammaniti', '贝纳尔多·贝托鲁奇', '弗朗西斯卡·马西亚诺']","['蒂亚·法蔻', '雅各波·奥尔莫·安蒂诺里', '索尼娅·贝加马斯科', 'Pippo Delbono', '韦罗妮卡·拉扎尔']",剧情,211,103,2012,05,23,24.0,849.0,967.0,371.0,-18.0,-755.0,-863.0,-154.0
636,饮食男女2012,5.3,6037977,0.9967454712883108,['曹瑞原'],"['霍思燕', '蓝正龙', '归亚蕾', '张孝全', '曾江', '蒋梦婕', '李沁', '杨洋']",[],剧情,244795,107,2012,03,23,805.0,60830.0,39242.0,350082.0,-302.0,-20384.0,-19927.0,13033.0
637,初到东京,6.3,6428132,0.9999999999999972,['蒋钦民'],['蒋钦民'],"['秦昊', '倍赏千惠子', '中泉英雄', '张钧甯', '田沅']",剧情,244795,100,2012,03,23,21.0,300.0,368.0,1193.0,-5.0,-222.0,-52.0,-699.0
638,死亡迷局,3.6,5342081,0.8028788662291219,['鲁坚'],"['王建武', '鲁坚']","['董娉', '傅冲', '阮惟新']",剧情,578,92,2012,03,23,138.0,7349.0,40754.0,346.0,-71.0,3653.0,6700.0,-205.0
